"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"316000 SANTO ANTONIO DO AVENTUREIRO";148,39;91,50;74,34;86,39;55,26;52,62;133,80
"316010 SANTO ANTONIO DO GRAMA";171,14;119,24;...;117,73;...;...;143,27
"316020 SANTO ANTONIO DO ITAMBE";72,80;56,59;360,36;83,05;...;...;77,85
"316030 SANTO ANTONIO DO JACINTO";101,34;49,43;...;73,31;16,01;22,20;78,72
"316040 SANTO ANTONIO DO MONTE";280,56;176,59;43,38;180,29;...;184,06;264,05
"316050 SANTO ANTONIO DO RIO ABAIXO";108,61;64,62;...;91,78;...;...;90,93
"316060 SANTO HIPOLITO";141,95;74,62;...;128,81;...;...;127,28
"316070 SANTOS DUMONT";302,74;111,47;81,49;164,87;...;166,26;227,61
"316080 SAO BENTO ABADE";194,21;92,14;...;128,11;...;...;161,76
"316090 SAO BRAS DO SUACUI";214,82;79,97;154,12;108,39;...;36,72;170,31
"316100 SAO DOMINGOS DO PRATA";231,93;90,42;178,01;110,09;...;116,05;170,02
"316110 SAO FRANCISCO";104,10;75,66;219,10;93,06;...;92,38;94,18
"316120 SAO FRANCISCO DE PAULA";123,12;84,06;47,38;90,09;...;-;112,51
"316130 SAO FRANCISCO DE SALES";313,13;148,56;...;166,37;...;389,81;271,53
"316140 SAO FRANCISCO DO GLORIA";193,32;136,87;...;106,78;...;90,52;151,22
"316150 SAO GERALDO";142,13;76,64;...;113,20;...;...;129,67
"316160 SAO GERALDO DA PIEDADE";199,59;42,35;...;86,81;...;-;89,96
"316170 SAO GONCALO DO ABAETE";178,02;105,04;...;134,73;...;...;165,91
"316180 SAO GONCALO DO PARA";215,60;106,66;...;155,08;118,65;81,42;193,69
"316190 SAO GONCALO DO RIO ABAIXO";340,43;120,17;...;158,85;...;89,52;183,66
"316200 SAO GONCALO DO SAPUCAI";286,69;97,55;2867,47;128,47;...;16,70;246,19
"316210 SAO GOTARDO";276,11;147,04;1326,02;154,00;...;259,87;287,02
"316220 SAO JOAO BATISTA DO GLORIA";305,78;143,29;...;174,69;...;66,93;268,57
"316230 SAO JOAO DA MATA";251,37;148,48;...;175,89;...;...;244,61
"316240 SAO JOAO DA PONTE";68,55;54,43;...;77,52;...;38,22;73,72
"316250 SAO JOAO DEL REI";342,25;149,60;1369,51;173,91;...;142,88;281,03
"316260 SAO JOAO DO ORIENTE";161,20;187,03;...;130,95;...;70,06;149,08
"316270 SAO JOAO DO PARAISO";97,62;82,50;...;93,94;...;29,63;95,30
"316280 SAO JOAO EVANGELISTA";285,67;166,55;15,37;140,91;...;...;165,76
"316290 SAO JOAO NEPOMUCENO";284,89;155,39;29,29;200,98;...;64,15;253,42
"316300 SAO JOSE DA SAFIRA";366,34;100,09;...;112,10;...;152,26;145,10
"316310 SAO JOSE DA VARGINHA";256,79;226,85;...;174,45;...;200,19;234,17
"316320 SAO JOSE DO ALEGRE";188,42;97,76;...;119,86;...;...;174,44
"316330 SAO JOSE DO DIVINO";163,09;60,16;33,61;67,02;...;39,73;99,05
"316340 SAO JOSE DO GOIABAL";246,41;77,17;...;110,83;...;146,42;145,40
"316350 SAO JOSE DO JACURI";105,44;77,28;12,71;87,28;70,13;55,25;91,47
"316360 SAO JOSE DO MANTIMENTO";86,88;46,11;...;77,89;...;115,42;80,54
"316370 SAO LOURENCO";368,51;194,25;229,83;168,63;...;301,73;318,70
"316380 SAO MIGUEL DO ANTA";162,41;160,32;...;82,79;...;20,04;133,28
"316390 SAO PEDRO DA UNIAO";147,41;109,21;...;228,59;...;...;150,52
"316400 SAO PEDRO DOS FERROS";230,58;73,36;25,72;111,09;...;...;135,23
"316410 SAO PEDRO DO SUACUI";95,61;73,52;59,40;76,38;...;60,49;87,82
"316420 SAO ROMAO";136,74;73,30;156,50;119,25;120,75;75,17;120,49
"316430 SAO ROQUE DE MINAS";277,18;218,56;79,10;166,80;...;...;265,86
"316440 SAO SEBASTIAO DA BELA VISTA";305,22;160,12;...;162,42;...;57,64;265,94
"316450 SAO SEBASTIAO DO MARANHAO";81,22;74,31;...;84,37;...;56,44;82,99
"316460 SAO SEBASTIAO DO OESTE";150,76;102,90;...;81,10;...;116,56;147,85
"316470 SAO SEBASTIAO DO PARAISO";359,88;191,40;84,15;197,51;86,23;366,34;323,83
"316480 SAO SEBASTIAO DO RIO PRETO";87,76;19,12;...;56,22;...;107,99;58,69
"316490 SAO SEBASTIAO DO RIO VERDE";168,81;106,95;...;114,60;...;...;165,69
"316500 SAO TIAGO";181,79;101,60;51,93;93,26;...;164,07;156,16
"316510 SAO TOMAS DE AQUINO";233,35;177,56;315,70;159,63;...;...;213,69
"316520 SAO THOME DAS LETRAS";144,73;91,11;...;130,08;...;...;137,06
"316530 SAO VICENTE DE MINAS";355,50;76,00;...;91,25;...;1614,12;234,60
"316540 SAPUCAI-MIRIM";167,67;210,83;131,83;193,84;...;187,78;169,08
"316550 SARDOA";144,47;54,86;...;112,41;7,42;39,00;113,51
"316560 SENADOR CORTES";159,60;60,08;...;102,45;...;236,65;118,98
"316570 SENADOR FIRMINO";155,76;155,69;...;66,94;451,57;...;145,76
"316580 SENADOR JOSE BENTO";273,36;234,50;...;124,41;...;...;260,81
"316590 SENADOR MODESTINO GONCALVES";89,88;71,89;100,83;86,74;...;...;87,27
"316600 SENHORA DE OLIVEIRA";101,98;99,52;...;56,90;64,26;86,26;86,47
"316610 SENHORA DO PORTO";133,10;90,61;77,40;97,14;...;321,82;104,24
"316620 SENHORA DOS REMEDIOS";90,65;84,04;...;81,46;38,63;358,36;89,39
"316630 SERICITA";147,69;54,03;...;75,14;...;...;119,31
"316640 SERITINGA";166,96;137,62;...;80,49;...;...;163,19
"316650 SERRA AZUL DE MINAS";193,73;65,63;...;76,76;...;110,57;81,33
"316660 SERRA DA SAUDADE";163,47;167,44;...;163,54;...;69,51;163,05
"316670 SERRA DOS AIMORES";275,44;78,91;...;140,87;...;40,69;172,65
"316680 SERRA DO SALITRE";329,14;158,16;101,44;184,68;...;181,69;266,76
"316690 SERRANIA";288,02;129,04;...;163,59;...;150,76;244,08
"316700 SERRANOS";151,91;131,06;...;102,04;...;...;147,35
"316710 SERRO";260,02;59,36;86,58;105,37;...;31,38;137,90
"316720 SETE LAGOAS";434,07;153,22;317,97;210,86;144,24;178,57;298,01
"316730 SILVEIRANIA";187,13;52,22;...;71,99;...;...;147,80
"316740 SILVIANOPOLIS";242,77;97,31;215,29;155,61;...;107,91;225,58
"316750 SIMAO PEREIRA";149,72;101,62;...;118,79;...;...;129,16
"316760 SIMONESIA";96,03;88,96;...;91,59;...;93,48;93,51
"316770 SOBRALIA";128,69;73,61;16,36;79,89;31,57;58,90;106,30
"316780 SOLEDADE DE MINAS";201,85;129,28;...;111,37;...;...;185,92
"316790 TABULEIRO";151,03;76,92;...;69,14;...;82,48;136,13
"316800 TAIOBEIRAS";166,41;74,00;99,50;125,16;...;93,73;134,61
"316810 TAPIRA";370,08;115,42;131,75;254,72;...;...;312,49
"316820 TAPIRAI";130,29;68,42;...;109,94;...;...;123,66
"316830 TAQUARACU DE MINAS";280,15;132,50;...;200,43;...;94,31;199,66
"316840 TARUMIRIM";134,82;62,22;...;86,77;...;4,65;103,73
"316850 TEIXEIRAS";185,22;92,30;70,06;103,24;...;58,23;157,90
"316860 TEOFILO OTONI";409,30;153,44;283,20;182,52;52,78;248,01;233,35
"316870 TIMOTEO";429,97;187,34;536,28;270,87;...;...;334,99
"316880 TIRADENTES";166,01;107,83;...;119,21;121,35;182,05;149,42
"316890 TIROS";234,39;133,65;...;166,03;56,21;...;216,17
"316900 TOCANTINS";274,25;116,06;...;126,88;...;1467,48;229,21
"316910 TOLEDO";225,97;...;...;213,80;...;...;225,86
"316920 TOMBOS";295,76;101,96;...;112,52;64,74;...;215,51
"316930 TRES CORACOES";394,42;183,36;4320,84;223,10;...;141,18;317,98
"316935 TRES MARIAS";254,90;128,45;...;207,29;...;544,21;223,55
"316940 TRES PONTAS";338,58;162,31;938,55;146,87;40,85;...;266,44
"316950 TUMIRITINGA";120,35;74,14;...;227,58;79,29;...;198,30
"316960 TUPACIGUARA";354,94;123,16;286,16;228,43;...;188,55;308,98
"316970 TURMALINA";133,85;91,35;1339,76;107,85;32,40;42,95;116,37
"316980 TURVOLANDIA";198,13;74,23;...;141,61;...;99,58;190,46
"316990 UBA";306,03;144,71;171,68;163,65;71,31;467,74;255,63
"317000 UBAI";198,19;78,35;...;113,66;87,69;60,05;118,34
"317010 UBERABA";472,93;235,60;536,62;275,75;174,16;473,71;410,61
"317020 UBERLANDIA";525,43;265,15;748,73;324,90;550,56;307,66;454,85
"317030 UMBURATIBA";110,07;55,09;...;100,53;...;59,11;100,58
"317040 UNAI";277,87;153,67;553,56;167,31;50,36;146,52;216,56
"317050 URUCANIA";219,86;84,00;59,29;116,03;...;54,72;142,26
"317060 VARGEM BONITA";190,21;108,33;718,55;200,54;...;...;188,35
"317070 VARGINHA";544,84;201,43;1005,02;222,54;491,45;309,93;448,14
"317080 VARZEA DA PALMA";246,85;106,79;...;149,17;...;...;168,53
"317090 VARZELANDIA";95,07;51,46;...;80,69;...;94,61;82,95
"317100 VAZANTE";277,59;140,93;...;205,23;131,69;47,09;239,76
"317110 VERISSIMO";330,83;105,47;250,18;256,21;190,44;168,87;268,63
"317120 VESPASIANO";274,80;159,84;371,26;177,42;...;152,68;205,58
"317130 VICOSA";441,22;165,08;867,06;207,94;...;...;334,81
"317140 VIEIRAS";97,25;53,01;27,73;75,72;...;68,52;85,80
"317150 MATHIAS LOBATO";186,26;37,80;...;114,97;...;...;117,62
"317160 VIRGEM DA LAPA";143,06;72,76;40,31;97,61;...;91,74;102,95
"317170 VIRGINIA";127,91;114,41;...;139,55;...;127,72;128,55
"317180 VIRGINOPOLIS";194,17;61,36;57,29;92,91;...;413,96;127,89
"317190 VIRGOLANDIA";209,60;81,50;...;125,94;...;106,90;156,00
"317200 VISCONDE DO RIO BRANCO";248,44;102,56;66,27;192,45;...;...;219,98
"317210 VOLTA GRANDE";300,96;94,44;304,66;88,53;...;36,86;193,60
"317220 WENCESLAU BRAZ";151,36;59,03;...;89,47;...;63,87;143,77
"320010 AFONSO CLAUDIO";183,65;101,85;...;111,82;140,35;-;151,13
"320013 AGUIA BRANCA";156,19;45,68;9,93;63,00;...;...;108,23
"320016 AGUA DOCE DO NORTE";102,38;93,37;59,10;90,49;...;77,92;94,23
"320020 ALEGRE";277,73;150,94;762,96;155,91;...;720,74;227,00
"320030 ALFREDO CHAVES";234,24;122,35;28,77;132,34;...;424,66;213,95
"320035 ALTO RIO NOVO";233,75;89,42;...;112,34;...;...;153,33
"320040 ANCHIETA";268,65;162,46;...;159,87;412,24;...;210,76
"320050 APIACA";227,57;80,29;57,44;128,52;...;...;172,09
"320060 ARACRUZ";459,54;193,71;32,84;243,88;87,12;100,08;326,54
"320070 ATILIO VIVACQUA";235,14;93,00;...;106,26;...;...;162,40
"320080 BAIXO GUANDU";175,54;124,44;...;134,15;...;...;154,07
"320090 BARRA DE SAO FRANCISCO";174,54;102,87;102,67;154,54;69,13;...;160,34
"320100 BOA ESPERANCA";214,22;109,26;...;131,82;...;...;171,88
"320110 BOM JESUS DO NORTE";263,91;109,78;129,58;157,18;168,89;...;213,00
"320120 CACHOEIRO DE ITAPEMIRIM";409,71;160,58;234,44;219,10;499,91;694,63;316,62
"320130 CARIACICA";314,54;165,14;325,93;194,17;165,85;164,87;233,60
"320140 CASTELO";235,02;110,65;...;176,70;43,20;488,60;215,50
"320150 COLATINA";300,66;140,09;...;192,54;78,31;347,12;254,65
"320160 CONCEICAO DA BARRA";280,89;110,10;408,66;136,94;218,27;205,35;168,53
"320170 CONCEICAO DO CASTELO";165,13;63,53;155,37;164,30;...;140,83;153,06
"320180 DIVINO DE SAO LOURENCO";125,54;69,36;...;78,98;...;...;110,13
"320190 DOMINGOS MARTINS";229,93;154,32;...;167,15;...;272,53;217,72
"320200 DORES DO RIO PRETO";258,31;76,87;62,35;84,96;...;...;193,23
"320210 ECOPORANGA";229,93;69,37;...;161,74;...;271,18;165,99
"320220 FUNDAO";375,63;130,32;...;196,51;...;...;268,03
"320230 GUACUI";318,67;139,92;...;187,92;...;...;256,75
"320240 GUARAPARI";346,66;169,36;572,29;188,25;93,96;856,72;265,55
"320245 IBATIBA";138,90;73,49;...;134,90;...;...;135,19
"320250 IBIRACU";293,88;116,87;...;169,53;...;...;228,69
"320255 IBITIRAMA";182,92;110,03;...;105,92;...;139,23;150,02
"320260 ICONHA";261,29;115,00;...;188,66;...;55,63;248,32
"320270 ITAGUACU";229,45;175,98;73,68;122,32;...;200,15;196,11
"320280 ITAPEMIRIM";205,54;137,55;...;155,88;64,54;...;182,09
"320290 ITARANA";192,38;60,55;...;289,75;...;90,36;221,58
"320300 IUNA";196,52;88,21;...;124,34;170,19;...;171,54
"320305 JAGUARE";398,65;95,29;...;153,80;...;80,10;258,05
"320310 JERONIMO MONTEIRO";258,81;83,20;...;128,98;...;37,34;188,79
"320313 JOAO NEIVA";338,29;89,95;...;183,71;440,25;...;265,76
"320316 LARANJA DA TERRA";137,93;102,11;...;103,14;...;...;128,92
"320320 LINHARES";310,86;102,33;369,06;172,58;94,97;162,57;224,12
"320330 MANTENOPOLIS";169,73;108,58;237,50;158,02;42,83;...;160,52
"320335 MARILANDIA";255,85;73,82;403,16;97,28;...;74,77;217,32
"320340 MIMOSO DO SUL";170,89;99,35;...;122,74;...;269,54;149,84
"320350 MONTANHA";251,22;146,82;...;156,34;19,39;197,31;183,76
"320360 MUCURICI";327,98;119,43;75,77;143,03;...;94,73;182,05
"320370 MUNIZ FREIRE";178,93;102,33;...;121,38;61,87;...;156,86
"320380 MUQUI";260,62;107,44;183,57;99,71;...;80,23;194,54
"320390 NOVA VENECIA";257,88;105,22;...;137,52;35,48;146,11;190,43
"320400 PANCAS";176,26;83,98;...;115,73;...;...;139,49
"320405 PEDRO CANARIO";306,87;124,47;32,96;185,93;...;...;205,80
"320410 PINHEIROS";420,77;144,98;738,08;158,19;...;122,34;223,07
"320420 PIUMA";275,90;168,61;...;195,91;...;91,75;240,37
"320430 PRESIDENTE KENNEDY";204,15;96,88;269,92;133,57;...;151,83;163,36
"320435 RIO BANANAL";180,74;68,42;...;95,05;...;38,03;155,27
"320440 RIO NOVO DO SUL";256,26;197,73;208,97;151,18;...;155,83;208,28
"320450 SANTA LEOPOLDINA";153,90;153,07;...;104,33;...;74,37;135,16
"320455 SANTA MARIA DE JETIBA";169,27;37,66;...;176,89;...;...;169,28
"320460 SANTA TERESA";242,27;62,55;...;136,32;586,91;234,32;215,81
"320470 SAO GABRIEL DA PALHA";212,83;90,12;149,82;159,24;...;...;188,26
"320480 SAO JOSE DO CALCADO";206,95;102,10;...;154,12;...;...;177,27
"320490 SAO MATEUS";430,74;137,72;452,57;196,11;...;167,77;263,24
"320500 SERRA";323,38;188,09;377,09;213,76;187,42;273,99;254,79
"320503 VARGEM ALTA";167,42;105,50;...;93,93;53,00;19,04;146,31
"320506 VENDA NOVA DO IMIGRANTE";306,34;106,39;160,64;146,36;113,22;200,34;270,30
"320510 VIANA";220,89;137,71;225,09;163,99;...;149,99;182,53
"320520 VILA VELHA";580,19;330,44;696,24;352,47;299,87;461,25;462,43
"320530 VITORIA";945,84;329,23;959,55;411,75;575,83;734,72;677,96
"330010 ANGRA DOS REIS";374,95;187,46;812,86;217,90;122,90;162,56;301,93
"330020 ARARUAMA";349,38;114,60;...;154,98;36,26;195,15;240,15
"330025 ARRAIAL DO CABO";345,28;161,19;277,53;247,76;750,92;76,73;303,02
"330030 BARRA DO PIRAI";405,35;158,26;76,06;222,35;161,26;336,36;308,63
"330040 BARRA MANSA";370,31;177,47;505,93;212,62;126,48;415,11;299,81
"330050 BOM JARDIM";290,59;136,19;...;137,80;33,90;...;262,28
"330060 BOM JESUS DO ITABAPOANA";245,59;113,97;...;163,25;184,95;99,17;211,55
"330070 CABO FRIO";401,45;186,26;554,59;209,33;247,18;104,23;310,86
"330080 CACHOEIRAS DE MACACU";263,84;143,28;977,09;153,56;223,73;150,05;205,62
"330090 CAMBUCI";295,61;95,85;...;164,57;27,95;16,91;231,01
"330100 CAMPOS DOS GOYTACAZES";378,99;144,79;125,09;188,62;110,15;127,30;283,22
"330110 CANTAGALO";356,72;120,57;...;169,44;85,12;204,64;259,19
"330120 CARMO";286,35;123,91;101,19;160,47;153,62;128,70;230,33
"330130 CASIMIRO DE ABREU";338,15;123,33;184,24;178,72;...;134,26;259,33
"330140 CONCEICAO DE MACABU";308,84;106,14;49,04;172,18;...;36,85;217,30
"330150 CORDEIRO";376,72;142,70;...;186,12;574,22;...;289,45
"330160 DUAS BARRAS";212,21;131,63;...;144,60;...;420,07;190,66
"330170 DUQUE DE CAXIAS";311,53;207,52;263,41;230,80;251,60;187,33;261,01
"330180 ENGENHEIRO PAULO DE FRONTIN";247,98;120,04;219,13;176,93;146,51;0,18;214,60
"330190 ITABORAI";256,42;147,64;495,38;175,09;184,05;149,71;204,05
"330200 ITAGUAI";290,32;153,41;605,58;196,66;77,56;138,34;237,33
"330205 ITALVA";262,00;115,12;...;148,47;...;260,65;211,24
"330210 ITAOCARA";254,84;107,28;...;110,95;...;678,79;220,85
"330220 ITAPERUNA";424,65;161,44;120,38;207,41;287,09;134,94;325,04
"330225 ITATIAIA";468,67;196,46;182,22;253,92;255,17;157,79;367,31
"330230 LAJE DO MURIAE";269,63;76,53;71,23;88,53;...;87,54;163,68
"330240 MACAE";537,38;235,66;757,57;304,06;359,49;374,21;420,67
"330250 MAGE";253,07;143,37;719,08;173,71;249,39;145,42;201,38
"330260 MANGARATIBA";359,49;191,02;139,67;226,61;987,66;209,39;286,13
"330270 MARICA";373,25;196,98;216,61;228,44;188,34;155,07;308,50
"330280 MENDES";302,08;154,26;...;206,73;...;515,98;252,89
"330290 MIGUEL PEREIRA";447,76;169,78;146,09;205,83;...;141,28;333,79
"330300 MIRACEMA";312,01;100,98;176,72;151,89;...;117,61;220,61
"330310 NATIVIDADE";278,39;135,22;...;122,83;...;46,74;212,79
"330320 NILOPOLIS";374,00;245,28;181,63;280,14;564,50;202,87;318,31
"330330 NITEROI";1036,49;339,47;1077,96;443,73;662,50;410,57;845,44
"330340 NOVA FRIBURGO";441,26;231,22;735,41;276,90;343,67;503,99;405,27
"330350 NOVA IGUACU";277,31;187,70;341,67;200,63;212,71;156,22;230,17
"330360 PARACAMBI";271,07;161,55;751,02;178,21;...;...;231,24
"330370 PARAIBA DO SUL";353,58;131,37;429,93;157,54;...;132,57;254,28
"330380 PARATY";339,05;212,81;121,37;200,13;94,40;388,05;283,09
"330385 PATY DO ALFERES";280,49;132,92;152,54;164,91;208,65;99,94;232,61
"330390 PETROPOLIS";504,47;215,06;895,10;223,88;324,24;327,72;432,04
"330400 PIRAI";327,13;176,47;241,99;173,32;...;250,22;263,97
"330410 PORCIUNCULA";296,67;119,48;72,35;198,55;...;286,94;236,77
"330415 QUISSAMA";192,65;118,26;...;166,62;106,22;200,07;174,45
"330420 RESENDE";461,68;177,82;1266,09;232,77;206,31;182,49;354,81
"330430 RIO BONITO";322,87;127,60;653,39;212,15;406,08;69,52;251,46
"330440 RIO CLARO";262,94;177,27;...;150,93;...;...;230,21
"330450 RIO DAS FLORES";436,96;107,18;64,46;115,56;...;...;281,24
"330455 RIO DE JANEIRO";889,32;377,36;1070,01;383,24;596,49;348,64;684,32
"330460 SANTA MARIA MADALENA";217,57;97,20;...;106,55;42,41;181,33;167,72
"330470 SANTO ANTONIO DE PADUA";274,73;115,41;563,66;161,08;432,27;187,92;233,86
"330480 SAO FIDELIS";268,82;181,56;...;199,31;...;195,08;241,69
"330490 SAO GONCALO";343,18;223,30;522,82;257,76;309,75;252,70;297,05
"330500 SAO JOAO DA BARRA";164,20;105,42;97,68;124,38;...;73,06;147,36
"330510 SAO JOAO DE MERITI";294,42;208,55;251,64;225,13;261,25;224,66;250,75
"330515 SAO JOSE DO VALE DO RIO PRETO";218,52;112,35;78,09;150,92;...;120,76;199,64
"330520 SAO PEDRO DA ALDEIA";286,48;124,79;63,40;172,78;534,72;198,66;236,61
"330530 SAO SEBASTIAO DO ALTO";219,73;88,56;137,72;151,53;...;162,81;178,08
"330540 SAPUCAIA";266,05;185,26;...;165,66;...;234,66;230,29
"330550 SAQUAREMA";295,83;148,04;86,42;170,54;756,54;107,68;235,76
"330560 SILVA JARDIM";207,50;97,42;...;130,77;...;113,18;157,03
"330570 SUMIDOURO";270,49;162,80;171,54;172,05;...;152,75;243,58
"330580 TERESOPOLIS";406,93;158,92;345,21;201,93;2366,36;143,80;347,35
"330590 TRAJANO DE MORAES";199,60;102,26;...;126,92;...;...;166,18
"330600 TRES RIOS";321,72;137,15;307,16;169,34;286,01;207,65;247,79
"330610 VALENCA";376,36;181,55;441,98;193,10;220,04;275,37;304,51
"330620 VASSOURAS";425,92;139,60;...;183,30;414,37;512,52;296,85
"330630 VOLTA REDONDA";441,59;248,53;493,78;259,41;187,98;179,44;366,11
"350010 ADAMANTINA";422,13;124,72;1200,63;192,82;...;1142,54;403,61
"350020 ADOLFO";279,07;325,39;...;223,72;...;...;269,55
"350030 AGUAI";328,04;230,74;694,46;194,90;...;405,44;305,74
"350040 AGUAS DA PRATA";425,32;175,03;1366,91;205,26;...;2221,42;404,13
"350050 AGUAS DE LINDOIA";380,91;431,69;...;238,87;169,87;84,47;373,40
"350055 AGUAS DE SANTA BARBARA";331,46;122,42;...;276,27;...;160,42;319,77
"350060 AGUAS DE SAO PEDRO";974,24;265,95;2396,08;321,22;...;...;904,14
"350070 AGUDOS";342,01;250,34;619,01;201,67;...;142,29;301,63
"350080 ALFREDO MARCONDES";291,98;179,02;678,30;122,87;...;391,47;291,19
"350090 ALTAIR";282,67;196,40;295,78;244,20;118,20;73,90;270,46
"350100 ALTINOPOLIS";447,34;174,77;738,80;197,20;...;242,53;393,26
"350110 ALTO ALEGRE";193,02;121,36;643,58;189,77;...;...;192,73
"350120 ALVARES FLORENCE";180,46;112,91;1086,89;139,06;...;...;174,76
"350130 ALVARES MACHADO";283,39;175,09;643,93;195,03;...;1506,06;268,84
"350140 ALVARO DE CARVALHO";182,61;121,58;...;130,15;...;...;160,52
"350150 ALVINLANDIA";240,79;154,10;1896,03;161,10;307,44;131,53;217,56
"350160 AMERICANA";625,96;304,18;651,64;373,56;477,88;300,00;588,90
"350170 AMERICO BRASILIENSE";379,60;250,24;373,57;320,10;...;876,86;367,90
"350180 AMERICO DE CAMPOS";286,93;156,11;...;156,33;...;...;252,80
"350190 AMPARO";472,08;280,37;608,93;262,15;262,79;275,75;446,07
"350200 ANALANDIA";366,35;170,24;...;151,79;...;...;329,73
"350210 ANDRADINA";419,14;204,57;822,54;222,90;145,28;27,69;355,59
"350220 ANGATUBA";298,71;114,70;4939,20;195,44;362,39;134,14;301,79
"350230 ANHEMBI";266,35;148,19;...;191,42;...;131,00;255,83
"350240 ANHUMAS";209,62;170,88;559,42;130,21;...;129,77;194,86
"350250 APARECIDA";526,82;235,65;518,49;221,89;...;203,92;453,11
"350260 APARECIDA D'OESTE";264,29;101,97;388,89;118,29;...;...;228,62
"350270 APIAI";275,76;104,33;280,92;147,20;...;59,41;210,70
"350280 ARACATUBA";582,66;299,71;919,90;299,12;611,81;339,22;514,58
"350290 ARACOIABA DA SERRA";350,88;294,23;847,46;198,86;...;157,27;333,07
"350300 ARAMINA";416,60;262,90;...;227,49;240,78;333,62;345,29
"350310 ARANDU";194,61;115,64;...;164,47;65,92;...;183,46
"350320 ARARAQUARA";585,88;306,15;703,19;306,70;681,89;530,51;537,80
"350330 ARARAS";518,95;255,21;694,35;295,44;98,72;576,15;480,35
"350340 AREALVA";280,35;142,41;222,16;142,38;...;...;266,27
"350350 AREIAS";254,34;89,18;...;141,03;...;135,01;191,49
"350360 AREIOPOLIS";264,99;210,00;...;229,19;...;...;255,41
"350370 ARIRANHA";405,35;229,96;...;198,00;...;...;388,48
"350380 ARTUR NOGUEIRA";447,32;380,48;859,26;300,57;...;412,97;422,09
"350390 ARUJA";527,80;199,25;695,75;305,14;...;395,96;442,30
"350400 ASSIS";465,98;228,04;735,52;216,82;95,47;313,16;427,32
"350410 ATIBAIA";542,23;260,28;859,41;258,74;192,90;241,04;507,69
"350420 AURIFLAMA";440,87;178,25;248,78;237,33;...;...;384,72
"350430 AVAI";205,55;101,58;277,53;134,73;121,85;657,98;187,48
"350440 AVANHANDAVA";374,21;208,88;244,12;198,11;...;370,87;290,79
"350450 AVARE";451,57;205,60;830,80;201,58;220,55;114,79;417,57
"350460 BADY BASSITT";431,41;255,77;403,16;223,04;...;...;406,90
"350470 BALBINOS";265,33;112,83;...;157,70;...;...;224,14
"350480 BALSAMO";326,63;211,98;587,32;251,75;178,77;153,51;318,31
"350490 BANANAL";266,10;90,50;80,58;118,59;...;260,06;214,12
"350500 BARAO DE ANTONINA";168,34;103,56;383,71;108,85;...;...;162,48
"350510 BARBOSA";244,22;142,60;616,95;156,55;...;82,45;214,97
"350520 BARIRI";393,88;190,42;1272,13;179,61;...;...;363,22
"350530 BARRA BONITA";662,12;290,37;...;323,03;...;...;603,21
"350540 BARRA DO TURVO";174,77;70,44;...;99,79;...;69,86;145,51
"350550 BARRETOS";486,55;261,00;717,26;266,26;322,71;589,15;430,04
"350560 BARRINHA";397,52;257,04;411,61;291,83;...;130,02;335,73
"350570 BARUERI";637,14;400,05;1900,14;536,64;578,77;373,77;597,16
"350580 BASTOS";280,05;197,52;1652,43;241,86;198,27;...;474,23
"350590 BATATAIS";481,88;252,85;474,62;264,42;244,39;366,07;441,83
"350600 BAURU";637,31;281,40;848,40;322,79;339,59;126,58;563,40
"350610 BEBEDOURO";454,99;256,59;256,61;246,87;149,97;584,30;404,63
"350620 BENTO DE ABREU";352,23;212,52;...;206,20;...;255,68;320,51
"350630 BERNARDINO DE CAMPOS";338,02;162,17;203,24;191,90;71,66;...;314,58
"350640 BILAC";332,18;315,06;306,90;181,39;...;...;319,85
"350650 BIRIGUI";464,61;276,57;697,26;298,05;232,56;252,98;430,99
"350660 BIRITIBA-MIRIM";271,77;230,37;961,40;189,98;190,50;344,91;309,08
"350670 BOA ESPERANCA DO SUL";299,43;216,97;...;224,15;...;...;289,23
