"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"410715 DIAMANTE D'OESTE";127,60;75,47;...;69,34;166,89;...;101,40
"410720 DOIS VIZINHOS";232,71;66,96;...;144,02;170,46;...;210,58
"410725 DOURADINA";236,36;155,33;558,97;115,65;644,67;53,66;196,78
"410730 DOUTOR CAMARGO";223,45;93,17;349,16;130,31;...;...;198,90
"410740 ENEAS MARQUES";206,32;38,02;...;110,87;...;756,40;186,41
"410750 ENGENHEIRO BELTRAO";252,97;139,04;499,65;131,78;...;...;216,26
"410760 FAXINAL";178,64;148,08;...;357,39;...;...;216,43
"410770 FENIX";192,54;83,28;537,57;107,34;...;...;158,15
"410775 FIGUEIRA";221,22;189,10;149,44;150,40;...;93,17;205,46
"410780 FLORAI";277,36;103,21;495,57;151,01;...;352,19;246,57
"410790 FLORESTA";327,03;161,95;933,58;205,21;...;...;338,33
"410800 FLORESTOPOLIS";251,40;122,04;112,19;173,49;...;181,68;218,01
"410810 FLORIDA";298,47;141,79;683,82;136,82;...;...;263,95
"410820 FORMOSA DO OESTE";241,26;79,70;1224,81;106,46;...;...;228,84
"410830 FOZ DO IGUACU";495,53;317,29;1072,17;258,32;219,10;564,87;432,29
"410832 FRANCISCO ALVES";193,13;110,81;1284,09;129,85;...;...;170,40
"410840 FRANCISCO BELTRAO";335,51;105,73;1461,84;165,33;189,15;...;297,24
"410850 GENERAL CARNEIRO";250,96;151,28;...;118,57;50,05;...;212,68
"410855 GODOY MOREIRA";105,15;58,34;...;88,10;...;40,85;94,72
"410860 GOIOERE";301,03;132,08;1019,28;227,16;48,92;...;286,57
"410870 GRANDES RIOS";217,02;88,91;83,52;86,17;...;...;158,92
"410880 GUAIRA";335,68;207,67;272,07;179,11;385,73;227,32;279,58
"410890 GUAIRACA";211,09;109,80;263,96;125,66;...;...;175,45
"410900 GUAPIRAMA";168,21;170,24;475,20;127,67;94,22;...;169,81
"410910 GUAPOREMA";156,64;86,29;...;126,69;...;...;146,34
"410920 GUARACI";321,25;120,06;296,83;203,82;...;...;263,24
"410930 GUARANIACU";178,51;109,71;12,65;79,20;128,48;-;146,04
"410940 GUARAPUAVA";300,93;137,34;4588,34;141,71;398,31;...;281,97
"410950 GUARAQUECABA";149,89;110,21;882,32;94,38;11,11;120,76;126,47
"410960 GUARATUBA";295,58;305,69;177,95;237,29;2206,37;...;289,36
"410970 IBAITI";255,54;124,32;437,12;112,26;130,61;...;222,94
"410975 IBEMA";207,31;31,96;...;111,18;...;...;165,60
"410980 IBIPORA";300,00;151,35;492,68;169,82;127,36;534,65;276,33
"410990 ICARAIMA";174,90;204,34;234,88;141,05;...;...;161,35
"411000 IGUARACU";189,26;117,18;239,29;150,12;121,03;...;174,77
"411010 IMBITUVA";234,41;108,67;...;137,93;...;...;220,15
"411020 INACIO MARTINS";113,34;80,37;...;87,42;171,28;...;109,77
"411030 INAJA";191,85;200,61;358,61;144,26;...;314,67;176,01
"411040 INDIANOPOLIS";157,60;74,46;44,75;115,07;191,76;...;145,24
"411050 IPIRANGA";144,86;85,82;136,84;118,57;...;67,82;142,33
"411060 IPORA";237,02;105,75;111,79;112,75;...;184,44;183,43
"411070 IRATI";223,90;198,34;737,37;159,59;...;75,16;217,21
"411080 IRETAMA";150,73;57,40;1041,31;110,64;482,85;...;137,94
"411090 ITAGUAJE";179,69;152,56;3259,13;141,40;...;...;190,59
"411100 ITAMBARACA";207,05;109,07;1312,45;129,27;...;...;212,32
"411110 ITAMBE";280,03;104,43;255,65;154,72;...;...;236,43
"411120 ITAPEJARA D'OESTE";204,72;99,96;...;107,20;67,15;...;191,27
"411130 ITAUNA DO SUL";217,73;85,26;226,07;109,11;...;129,42;154,69
"411140 IVAI";150,97;71,19;...;91,35;...;84,34;140,38
"411150 IVAIPORA";211,61;95,64;859,58;152,05;527,85;68,87;199,54
"411160 IVATUBA";532,05;109,19;1395,50;158,71;...;...;478,04
"411170 JABOTI";125,53;76,38;...;87,05;...;...;122,85
"411180 JACAREZINHO";353,61;128,68;1937,01;180,95;...;211,09;301,33
"411190 JAGUAPITA";342,75;271,07;529,54;177,57;...;...;262,94
"411200 JAGUARIAIVA";306,10;146,83;...;254,25;85,63;676,94;295,56
"411210 JANDAIA DO SUL";351,86;142,10;1069,30;169,46;255,61;...;308,61
"411220 JANIOPOLIS";296,96;78,01;550,67;174,60;...;309,52;246,62
"411230 JAPIRA";135,59;101,41;...;113,94;761,93;...;129,13
"411240 JAPURA";195,57;174,86;138,69;123,60;...;...;183,03
"411250 JARDIM ALEGRE";165,32;83,19;...;123,50;99,33;-;152,72
"411260 JARDIM OLINDA";172,41;112,91;...;154,76;...;...;160,61
"411270 JATAIZINHO";347,73;131,18;1395,68;157,72;...;209,22;327,40
"411275 JESUITAS";186,87;114,02;323,11;128,14;111,97;...;178,17
"411280 JOAQUIM TAVORA";217,00;117,89;237,74;136,75;98,70;...;207,65
"411290 JUNDIAI DO SUL";228,08;127,97;316,36;130,60;...;89,71;190,03
"411295 JURANDA";271,94;91,16;679,60;201,96;...;212,73;250,82
"411300 JUSSARA";215,84;141,26;2413,24;194,73;...;...;234,22
"411310 KALORE";260,10;141,84;144,82;136,93;...;...;229,98
"411320 LAPA";230,33;146,20;570,78;143,75;327,36;209,39;217,41
"411330 LARANJEIRAS DO SUL";226,60;50,62;64,40;106,35;66,81;...;196,85
"411340 LEOPOLIS";204,12;140,67;1671,18;164,05;...;...;197,65
"411345 LINDOESTE";146,63;97,13;84,87;73,00;...;...;132,04
"411350 LOANDA";390,20;93,78;476,64;161,60;...;...;294,60
"411360 LOBATO";338,32;184,40;2957,54;107,00;73,42;...;325,71
"411370 LONDRINA";539,70;224,71;930,65;269,35;115,33;190,90;491,16
"411373 LUIZIANA";178,02;56,78;236,15;183,94;...;56,99;178,68
"411375 LUNARDELLI";158,48;79,81;436,01;97,85;130,29;135,63;143,25
"411380 LUPIONOPOLIS";216,04;81,26;214,79;105,28;...;...;172,25
"411390 MALLET";192,19;98,63;...;107,91;...;...;186,43
"411400 MAMBORE";349,22;110,76;87,66;166,40;...;...;287,73
"411410 MANDAGUACU";289,10;191,90;2119,06;162,70;...;...;273,33
"411420 MANDAGUARI";321,33;124,32;580,21;215,78;...;...;291,60
"411430 MANDIRITUBA";247,27;142,51;...;199,87;284,65;96,47;237,81
"411440 MANGUEIRINHA";152,29;89,17;...;98,98;66,22;...;135,67
"411450 MANOEL RIBAS";225,26;51,69;...;76,61;76,29;...;194,81
"411460 MARECHAL CANDIDO RONDON";321,42;117,54;57,59;170,29;147,21;371,88;307,33
"411470 MARIA HELENA";170,20;105,53;264,56;118,58;...;...;147,87
"411480 MARIALVA";390,88;157,34;625,40;181,87;...;159,80;338,36
"411490 MARILANDIA DO SUL";199,94;58,16;690,67;111,53;79,30;154,71;192,26
"411500 MARILENA";163,87;124,12;...;125,42;165,87;...;149,51
"411510 MARILUZ";235,71;101,16;1354,60;126,47;...;483,24;194,65
"411520 MARINGA";532,15;294,94;808,40;299,14;339,46;550,72;491,16
"411530 MARIOPOLIS";196,11;48,69;...;78,78;68,46;...;169,70
"411540 MARMELEIRO";190,65;85,36;1406,22;137,57;...;...;178,44
"411550 MARUMBI";239,64;97,57;1114,65;112,68;...;...;202,59
"411560 MATELANDIA";244,82;93,47;...;114,67;...;124,63;209,24
"411570 MATINHOS";374,66;248,19;2055,75;235,71;147,09;-;348,19
"411580 MEDIANEIRA";343,70;156,37;102,51;195,94;118,16;439,35;320,38
"411590 MIRADOR";164,26;98,44;...;133,79;...;157,58;149,07
"411600 MIRASELVA";175,49;117,96;398,09;153,90;...;...;167,90
"411605 MISSAL";296,04;111,58;...;81,56;...;...;271,85
"411610 MOREIRA SALES";203,60;104,06;327,57;109,90;...;86,13;180,04
"411620 MORRETES";235,66;121,25;1032,01;208,92;...;38,55;232,69
"411630 MUNHOZ DE MELO";197,57;101,82;74,59;119,29;...;...;171,92
"411640 NOSSA SENHORA DAS GRACAS";244,36;129,85;264,00;140,60;...;114,38;201,27
"411650 NOVA ALIANCA DO IVAI";209,28;132,20;...;95,82;105,00;...;158,01
"411660 NOVA AMERICA DA COLINA";152,12;80,94;227,32;121,39;...;...;145,41
"411670 NOVA AURORA";219,03;218,65;2084,73;138,40;...;...;208,97
"411680 NOVA CANTU";249,58;99,90;92,13;116,25;...;...;199,06
"411690 NOVA ESPERANCA";321,88;165,18;659,44;168,44;...;...;294,40
"411700 NOVA FATIMA";289,23;116,30;1196,15;175,39;131,68;...;281,75
"411710 NOVA LONDRINA";363,63;195,18;877,23;207,66;...;...;293,93
"411720 NOVA OLIMPIA";270,92;131,99;412,40;154,75;...;...;221,70
"411722 NOVA SANTA ROSA";280,95;180,76;...;113,79;...;...;266,61
"411725 NOVA PRATA DO IGUACU";204,98;50,66;...;90,43;47,68;...;185,51
"411727 NOVA TEBAS";93,81;58,28;...;94,87;126,37;...;91,77
"411730 ORTIGUEIRA";138,26;85,02;43,66;104,72;73,14;37,23;129,67
"411740 OURIZONA";394,87;137,75;632,59;131,47;...;...;308,64
"411745 OURO VERDE DO OESTE";236,96;108,49;...;157,63;...;...;200,54
"411750 PAICANDU";213,30;177,97;110,07;166,52;...;...;196,28
"411760 PALMAS";330,52;91,53;278,42;115,17;62,24;...;254,87
"411770 PALMEIRA";283,17;106,66;...;137,83;182,09;...;262,82
"411780 PALMITAL";129,59;70,96;49,70;70,60;101,05;...;116,60
"411790 PALOTINA";386,35;163,35;353,46;146,55;77,27;112,30;344,70
"411800 PARAISO DO NORTE";309,78;132,93;555,45;157,98;...;...;252,26
"411810 PARANACITY";273,60;138,03;653,32;151,40;197,67;...;218,17
"411820 PARANAGUA";375,26;264,56;668,05;233,16;212,66;139,54;334,57
"411830 PARANAPOEMA";184,27;98,48;...;125,24;...;125,53;147,12
"411840 PARANAVAI";379,92;146,08;739,23;236,98;284,38;...;345,90
"411850 PATO BRANCO";416,55;180,12;7864,96;227,21;122,22;88,29;379,48
"411860 PAULA FREITAS";139,42;162,10;390,07;100,84;...;66,56;132,77
"411870 PAULO FRONTIN";250,57;82,98;...;116,61;...;...;235,27
"411880 PEABIRU";267,20;109,28;708,46;128,06;...;...;210,79
"411890 PEROLA";235,72;99,90;...;96,45;...;...;191,77
"411900 PEROLA D'OESTE";223,97;104,42;107,29;126,26;...;109,68;196,57
"411910 PIEN";198,33;244,77;111,40;136,78;...;128,10;189,43
"411920 PINHALAO";179,29;83,27;...;138,70;...;98,17;168,18
"411930 PINHAO";223,12;53,53;882,48;110,00;...;310,93;204,54
"411940 PIRAI DO SUL";215,00;174,60;1566,44;132,78;...;202,11;217,21
"411950 PIRAQUARA";334,25;243,20;568,31;250,74;318,05;283,63;314,86
"411960 PITANGA";193,41;74,04;36,02;70,41;84,22;...;158,95
"411970 PLANALTINA DO PARANA";295,66;75,56;213,75;138,62;328,38;102,70;231,67
"411980 PLANALTO";169,93;32,27;167,69;87,40;...;...;155,33
"411990 PONTA GROSSA";382,27;265,94;1050,16;188,62;277,34;185,71;350,45
"412000 PORECATU";337,47;177,59;532,51;192,09;...;...;263,89
"412010 PORTO AMAZONAS";166,36;119,79;...;67,65;...;278,28;154,64
"412020 PORTO RICO";233,62;94,79;283,50;73,24;...;...;162,58
"412030 PORTO VITORIA";240,95;131,62;...;146,88;...;...;210,75
"412035 PRANCHITA";234,34;63,71;...;98,30;...;55,24;197,41
"412040 PRESIDENTE CASTELO BRANCO";249,23;119,60;...;120,13;...;...;179,61
"412050 PRIMEIRO DE MAIO";242,82;112,69;391,59;128,79;48,49;90,93;207,43
"412060 PRUDENTOPOLIS";146,65;43,57;...;106,67;26,63;...;141,36
"412070 QUATIGUA";257,70;136,12;174,30;113,41;...;299,26;239,15
"412080 QUATRO BARRAS";367,95;226,98;1022,32;219,00;168,69;...;323,97
"412090 QUEDAS DO IGUACU";170,29;78,00;34,95;132,56;9,17;...;161,17
"412100 QUERENCIA DO NORTE";367,31;89,17;582,70;129,12;...;...;224,96
"412110 QUINTA DO SOL";254,33;126,24;1293,73;111,78;...;...;201,12
"412120 QUITANDINHA";144,16;86,28;...;111,20;...;...;139,51
"412130 RANCHO ALEGRE";226,20;100,31;1193,93;141,81;...;...;203,81
"412140 REALEZA";298,33;145,68;...;111,14;...;-;253,87
"412150 REBOUCAS";142,35;91,09;115,34;84,61;...;73,90;137,09
"412160 RENASCENCA";325,38;133,11;303,55;98,62;...;...;249,35
"412170 RESERVA";130,79;214,48;...;94,96;...;39,40;124,68
"412180 RIBEIRAO CLARO";244,60;121,45;80,15;101,61;...;...;226,76
"412190 RIBEIRAO DO PINHAL";208,97;126,59;183,79;143,74;161,89;...;191,13
"412200 RIO AZUL";180,61;67,48;82,93;113,17;...;115,09;162,98
"412210 RIO BOM";162,27;76,26;665,85;107,82;...;...;157,71
"412220 RIO BRANCO DO SUL";228,55;85,80;316,59;124,10;...;142,80;179,87
"412230 RIO NEGRO";317,29;162,06;2454,16;164,41;...;...;306,89
"412240 ROLANDIA";371,72;215,69;521,81;179,29;...;...;324,09
"412250 RONCADOR";178,34;73,15;172,68;112,72;...;...;157,10
"412260 RONDON";197,31;84,08;437,86;247,53;...;...;213,45
"412265 ROSARIO DO IVAI";146,76;80,74;132,65;102,77;69,95;60,47;133,63
"412270 SABAUDIA";233,50;139,27;...;142,94;...;...;211,64
"412280 SALGADO FILHO";139,13;69,60;...;60,58;...;38,55;122,41
"412290 SALTO DO ITARARE";122,55;117,10;...;92,97;...;37,54;120,26
"412300 SALTO DO LONTRA";139,34;179,52;...;94,84;...;...;132,31
"412310 SANTA AMELIA";265,77;108,55;1090,55;118,17;51,34;88,50;250,73
"412320 SANTA CECILIA DO PAVAO";205,55;120,04;470,85;93,90;55,42;34,50;195,31
"412330 SANTA CRUZ DE MONTE CASTELO";258,98;79,61;127,75;106,55;...;92,40;183,42
"412340 SANTA FE";296,98;133,20;350,79;172,06;...;320,21;256,80
"412350 SANTA HELENA";292,51;44,17;...;110,30;...;806,24;274,65
"412360 SANTA INES";262,44;77,99;...;139,38;...;153,86;189,14
"412370 SANTA ISABEL DO IVAI";184,97;130,62;520,40;146,30;...;...;168,66
"412380 SANTA IZABEL DO OESTE";168,26;139,58;79,25;95,12;77,29;23,77;155,63
"412390 SANTA MARIANA";290,06;143,53;359,98;201,27;7,59;...;256,02
"412400 SANTANA DO ITARARE";132,69;95,61;2150,03;88,97;...;...;176,18
"412402 SANTA TEREZA DO OESTE";220,77;99,01;714,33;130,41;...;103,65;195,17
"412405 SANTA TEREZINHA DE ITAIPU";349,33;112,12;243,11;159,52;108,67;...;298,19
"412410 SANTO ANTONIO DA PLATINA";273,07;119,38;302,66;144,73;118,21;...;247,99
"412420 SANTO ANTONIO DO CAIUA";239,15;185,19;521,85;146,79;...;60,36;195,93
"412430 SANTO ANTONIO DO PARAISO";188,52;156,91;928,32;149,56;...;...;188,48
"412440 SANTO ANTONIO DO SUDOESTE";153,45;56,41;936,57;109,15;...;...;146,61
"412450 SANTO INACIO";282,21;156,97;430,55;194,28;455,87;...;244,58
"412460 SAO CARLOS DO IVAI";691,32;147,99;286,21;213,44;62,04;...;527,37
"412470 SAO JERONIMO DA SERRA";151,48;98,67;...;97,07;40,34;...;136,42
"412480 SAO JOAO";159,90;72,19;...;84,78;...;...;149,82
"412490 SAO JOAO DO CAIUA";263,34;89,24;722,71;134,96;144,01;144,47;196,27
"412500 SAO JOAO DO IVAI";254,00;115,13;780,56;183,66;34,72;-;237,55
"412510 SAO JOAO DO TRIUNFO";135,98;72,11;...;79,95;...;36,16;126,41
"412520 SAO JORGE D'OESTE";163,13;47,20;...;87,55;...;...;148,76
"412530 SAO JORGE DO IVAI";325,47;99,02;455,55;153,08;...;...;287,51
"412535 SAO JORGE DO PATROCINIO";127,32;34,97;67,60;84,88;...;...;110,52
"412540 SAO JOSE DA BOA VISTA";207,69;165,82;...;149,44;...;...;201,86
"412545 SAO JOSE DAS PALMEIRAS";240,05;154,55;130,16;143,57;...;...;191,47
"412550 SAO JOSE DOS PINHAIS";366,37;195,56;370,88;246,64;196,00;292,22;345,05
"412560 SAO MATEUS DO SUL";232,24;63,60;...;133,47;17,90;...;218,77
"412570 SAO MIGUEL DO IGUACU";321,04;142,86;214,51;128,32;-;112,75;288,26
"412580 SAO PEDRO DO IVAI";242,62;119,84;1437,53;133,50;...;152,09;217,51
"412590 SAO PEDRO DO PARANA";142,60;96,27;...;129,67;...;...;136,56
"412600 SAO SEBASTIAO DA AMOREIRA";181,16;242,57;733,71;141,79;...;...;198,20
"412610 SAO TOME";223,57;115,06;456,09;158,33;...;62,23;208,08
"412620 SAPOPEMA";134,33;58,57;...;120,41;...;265,08;132,45
"412625 SARANDI";230,88;155,20;502,74;172,84;...;155,75;212,44
"412630 SENGES";219,52;135,52;471,72;134,50;...;...;205,09
"412640 SERTANEJA";271,31;123,81;1930,19;244,62;...;...;375,17
"412650 SERTANOPOLIS";378,13;148,64;325,09;222,66;...;...;336,67
"412660 SIQUEIRA CAMPOS";239,04;328,48;...;146,47;...;226,86;228,22
"412665 SULINA";114,88;29,95;17,91;119,59;...;47,26;112,47
"412670 TAMBOARA";183,76;83,27;114,14;108,77;...;120,67;157,21
"412680 TAPEJARA";238,94;136,88;706,24;142,73;...;...;204,86
"412690 TAPIRA";166,53;87,67;295,41;113,04;58,53;119,45;146,76
"412700 TEIXEIRA SOARES";199,62;148,19;...;98,94;...;149,64;180,72
"412710 TELEMACO BORBA";321,53;167,92;1025,56;230,36;176,00;192,82;300,21
"412720 TERRA BOA";203,24;127,95;714,02;119,34;...;...;186,78
"412730 TERRA RICA";405,50;223,76;259,31;140,79;...;...;297,79
"412740 TERRA ROXA";184,75;85,70;164,05;137,55;121,27;...;168,67
"412750 TIBAGI";153,53;148,48;238,48;109,56;...;37,40;145,56
"412760 TIJUCAS DO SUL";196,54;97,73;331,87;106,83;105,94;61,17;187,85
"412770 TOLEDO";382,87;156,72;1197,16;176,03;319,87;226,38;338,37
"412780 TOMAZINA";202,52;99,84;223,24;82,33;3,74;...;182,96
"412785 TRES BARRAS DO PARANA";192,95;54,00;93,76;80,85;807,02;...;170,49
"412790 TUNEIRAS DO OESTE";158,93;94,43;172,19;139,20;...;151,56;148,14
"412795 TUPASSI";228,50;139,69;603,59;108,12;...;...;210,07
"412796 TURVO";200,45;138,82;117,22;147,95;83,76;...;182,30
"412800 UBIRATA";318,52;112,40;781,88;156,31;...;339,12;283,77
"412810 UMUARAMA";351,65;167,91;598,27;185,31;1027,18;250,60;310,74
"412820 UNIAO DA VITORIA";297,24;250,88;1183,89;148,76;244,51;...;270,12
"412830 UNIFLOR";269,75;83,55;314,41;169,62;...;...;211,96
"412840 URAI";308,18;122,81;743,43;136,85;...;...;303,58
"412850 WENCESLAU BRAZ";248,36;101,60;430,16;148,93;...;258,49;225,25
"412855 VERA CRUZ DO OESTE";263,07;98,60;406,08;124,31;...;94,10;222,64
"412860 VERE";152,92;46,67;49,11;93,23;...;...;135,98
"412870 VITORINO";284,17;52,53;97,98;152,14;...;...;250,57
"412880 XAMBRE";159,09;70,87;1632,63;95,04;...;65,10;138,16
"420005 ABDON BATISTA";150,53;62,18;...;49,09;...;...;133,05
"420010 ABELARDO LUZ";230,69;73,46;140,35;130,72;142,43;20,69;191,33
"420020 AGROLANDIA";249,95;83,78;...;165,77;213,74;...;234,40
"420030 AGRONOMICA";220,99;123,09;...;157,99;25,31;43,30;215,11
"420040 AGUA DOCE";231,35;121,02;511,61;111,94;...;...;200,63
"420050 AGUAS DE CHAPECO";174,94;55,47;...;85,79;77,42;70,78;149,50
"420060 AGUAS MORNAS";195,90;59,71;...;108,64;...;63,02;194,18
"420070 ALFREDO WAGNER";246,37;112,91;...;94,70;...;35,87;240,29
"420080 ANCHIETA";173,15;195,72;53,72;94,60;...;...;159,23
"420090 ANGELINA";197,24;389,77;...;63,81;...;130,37;197,03
"420100 ANITA GARIBALDI";128,30;37,88;...;87,02;41,61;...;116,67
"420110 ANITAPOLIS";200,74;...;...;112,58;...;172,27;200,20
"420120 ANTONIO CARLOS";250,97;267,45;...;85,37;...;...;250,52
"420125 APIUNA";239,77;55,92;...;240,59;...;185,61;238,43
"420130 ARAQUARI";254,52;186,72;2696,57;180,60;293,55;...;252,24
"420140 ARARANGUA";277,05;213,00;...;215,89;...;87,33;274,51
"420150 ARMAZEM";250,97;76,30;...;107,29;184,08;57,85;234,42
"420160 ARROIO TRINTA";252,55;84,90;...;98,87;...;...;246,91
"420170 ASCURRA";293,23;303,27;1823,22;136,28;108,02;...;292,47
"420180 ATALANTA";201,27;43,53;...;110,57;161,60;78,06;199,11
"420190 AURORA";267,86;48,34;...;45,00;...;...;264,49
"420200 BALNEARIO CAMBORIU";637,43;373,44;1426,35;348,88;171,83;...;616,87
"420210 BARRA VELHA";263,04;92,85;305,73;162,66;...;266,07;251,48
"420220 BENEDITO NOVO";289,92;201,06;286,04;130,91;...;597,82;288,20
"420230 BIGUACU";287,25;204,30;...;147,66;216,98;232,53;279,21
"420240 BLUMENAU";569,31;327,48;3686,47;361,67;404,10;630,23;564,69
"420250 BOM JARDIM DA SERRA";213,70;246,17;...;152,44;...;67,75;205,19
"420260 BOM RETIRO";221,29;111,15;55,67;102,57;92,80;60,26;202,30
"420270 BOTUVERA";278,71;241,36;...;...;...;...;278,54
"420280 BRACO DO NORTE";265,79;202,45;...;179,04;...;...;257,50
"420290 BRUSQUE";465,52;305,75;165,18;289,47;192,15;581,50;462,91
"420300 CACADOR";320,52;279,20;170,08;156,68;165,23;175,54;288,67
"420310 CAIBI";360,77;41,51;...;80,54;...;...;326,50
"420320 CAMBORIU";297,32;264,28;...;140,83;...;160,32;295,20
"420330 CAMPO ALEGRE";206,67;154,71;85,64;106,67;43,75;103,17;194,14
"420340 CAMPO BELO DO SUL";127,08;73,36;73,27;104,58;...;...;118,04
"420350 CAMPO ERE";128,93;63,96;...;62,21;...;...;114,99
"420360 CAMPOS NOVOS";235,30;92,22;394,25;132,75;121,19;120,32;212,42
"420370 CANELINHA";265,27;137,10;...;190,61;191,69;93,88;259,44
"420380 CANOINHAS";223,24;138,81;947,30;154,01;...;97,95;216,02
"420390 CAPINZAL";273,55;156,50;...;153,88;...;148,50;262,34
"420400 CATANDUVAS";299,47;48,64;...;137,94;...;291,26;242,81
"420410 CAXAMBU DO SUL";157,87;242,71;...;106,01;170,81;...;141,95
"420415 CELSO RAMOS";149,93;42,34;...;102,38;...;...;146,90
"420420 CHAPECO";359,68;169,05;365,65;157,53;166,06;370,27;325,79
"420430 CONCORDIA";369,99;244,25;199,55;246,14;39,24;151,20;357,99
"420440 CORONEL FREITAS";225,46;125,82;...;70,79;...;...;202,91
"420450 CORUPA";380,03;284,41;...;243,76;...;499,07;375,80
"420455 CORREIA PINTO";231,88;151,29;200,81;139,38;67,56;86,65;228,35
"420460 CRICIUMA";435,24;234,54;800,40;231,99;265,58;20,44;418,81
"420470 CUNHA PORA";218,33;122,48;...;104,08;...;498,50;215,68
"420480 CURITIBANOS";261,22;136,70;162,28;147,29;96,05;202,98;236,40
"420490 DESCANSO";175,49;70,04;...;80,90;...;...;169,26
"420500 DIONISIO CERQUEIRA";198,93;53,49;4822,66;71,37;...;...;190,68
"420510 DONA EMMA";181,46;155,79;...;112,37;...;...;174,05
"420515 DOUTOR PEDRINHO";277,91;284,84;...;33,52;106,59;...;273,08
"420520 ERVAL VELHO";261,11;129,44;...;86,75;...;139,96;232,88
"420530 FAXINAL DOS GUEDES";272,98;110,39;...;121,26;...;29,63;245,73
"420540 FLORIANOPOLIS";766,35;370,72;886,87;358,28;696,91;350,96;726,55
"420545 FORQUILHINHA";303,52;274,14;179,06;211,39;274,25;297,32;300,83
"420550 FRAIBURGO";313,09;208,03;115,06;197,19;...;380,03;292,59
"420560 GALVAO";181,84;28,19;...;147,47;117,71;32,31;167,52
"420570 GAROPABA";183,13;66,67;...;188,78;354,75;182,27;180,52
"420580 GARUVA";331,69;133,69;440,41;191,30;...;...;310,17
"420590 GASPAR";418,01;338,71;...;260,31;41,63;...;409,72
"420600 GOVERNADOR CELSO RAMOS";254,46;120,02;...;320,83;...;141,70;253,80
"420610 GRAO PARA";385,17;86,36;...;207,60;...;...;377,17
"420620 GRAVATAL";244,97;91,53;...;83,54;...;61,70;233,50
"420630 GUABIRUBA";323,01;91,98;615,91;228,68;-;39,39;321,61
"420640 GUARACIABA";173,20;67,49;...;112,10;...;...;165,36
"420650 GUARAMIRIM";357,21;272,06;...;225,34;...;314,01;349,96
"420660 GUARUJA DO SUL";263,05;72,80;...;136,30;...;...;235,07
"420670 HERVAL D'OESTE";317,54;150,41;...;115,62;...;23,24;283,36
"420680 IBICARE";238,01;74,60;...;87,77;...;...;224,82
"420690 IBIRAMA";286,74;201,79;...;172,36;...;256,61;283,66
"420700 ICARA";248,19;193,55;59,15;242,62;83,80;...;246,52
"420710 ILHOTA";263,14;185,31;357,36;168,57;...;231,09;260,21
"420720 IMARUI";214,22;119,63;...;115,86;123,90;141,10;208,71
"420730 IMBITUBA";254,64;145,04;...;266,68;114,90;107,94;250,93
"420740 IMBUIA";338,84;...;...;275,48;...;...;337,32
"420750 INDAIAL";381,49;264,74;...;259,29;945,98;...;379,09
"420760 IPIRA";184,15;122,42;...;104,89;20,18;48,87;180,72
"420765 IPORA DO OESTE";250,22;167,22;...;140,11;...;64,61;245,84
"420770 IPUMIRIM";219,44;85,76;...;78,85;...;...;208,53
"420775 IRACEMINHA";212,66;67,83;...;82,93;...;...;205,10
"420780 IRANI";172,79;105,32;...;93,23;153,59;31,07;164,63
"420790 IRINEOPOLIS";190,04;109,08;53,76;113,06;52,44;...;171,65
"420800 ITA";199,17;43,60;...;76,88;...;340,66;187,48
"420810 ITAIOPOLIS";165,62;126,89;...;77,53;62,06;49,69;156,93
"420820 ITAJAI";429,25;248,05;1684,42;247,41;46,39;191,07;419,00
"420830 ITAPEMA";346,67;144,80;...;243,72;184,36;618,54;332,63
"420840 ITAPIRANGA";229,82;65,56;...;97,36;...;...;218,88
"420845 ITAPOA";263,61;133,00;...;206,23;...;122,14;249,91
"420850 ITUPORANGA";380,30;144,80;633,42;421,00;291,59;70,79;376,67
"420860 JABORA";200,41;53,34;...;98,54;...;...;183,60
"420870 JACINTO MACHADO";217,80;59,41;...;175,47;19,03;97,21;213,01
"420880 JAGUARUNA";241,98;163,36;...;112,00;...;93,72;236,54
"420890 JARAGUA DO SUL";531,71;313,54;718,56;327,14;398,16;233,80;518,54
"420900 JOACABA";483,80;139,65;3065,60;201,31;...;...;463,19
"420910 JOINVILLE";469,44;292,74;1322,07;295,31;447,30;307,88;457,77
"420915 JOSE BOITEUX";261,67;79,23;...;103,02;55,95;...;208,43
"420920 LACERDOPOLIS";246,42;167,44;...;183,55;...;...;241,87
"420930 LAGES";344,10;163,33;161,21;178,03;298,50;97,45;317,33
"420940 LAGUNA";217,52;162,24;...;149,72;...;159,50;212,09
"420950 LAURENTINO";276,63;77,12;...;401,81;...;...;276,48
"420960 LAURO MULLER";183,86;134,07;...;146,04;...;...;182,06
"420970 LEBON REGIS";194,08;156,55;94,85;87,00;...;16,73;175,95
"420980 LEOBERTO LEAL";180,49;...;...;80,83;...;207,21;180,87
"420985 LINDOIA DO SUL";289,41;1064,60;...;166,24;...;...;277,71
"420990 LONTRAS";277,73;248,15;...;250,60;...;195,76;276,74
"421000 LUIZ ALVES";342,77;266,18;...;319,14;...;...;342,57
"421010 MAFRA";260,33;94,24;591,49;159,36;266,83;285,16;244,02
"421020 MAJOR GERCINO";145,97;-;...;-;...;204,57;145,51
"421030 MAJOR VIEIRA";170,12;140,10;...;92,74;...;356,98;161,44
