Município,Renda média domic. per capita,Ano
412190 RIBEIRAO DO PINHAL,"382,31",2000
412200 RIO AZUL,"295,48",2000
412210 RIO BOM,"289,26",2000
412215 RIO BONITO DO IGUACU,"246,78",2000
412217 RIO BRANCO DO IVAI,"231,28",2000
412220 RIO BRANCO DO SUL,"346,62",2000
412230 RIO NEGRO,"527,3",2000
412240 ROLANDIA,"642,36",2000
412250 RONCADOR,"278,37",2000
412260 RONDON,"424,98",2000
412265 ROSARIO DO IVAI,"249,53",2000
412270 SABAUDIA,"426,14",2000
412280 SALGADO FILHO,"247,72",2000
412290 SALTO DO ITARARE,"300,56",2000
412300 SALTO DO LONTRA,"352,37",2000
412310 SANTA AMELIA,"351,95",2000
412320 SANTA CECILIA DO PAVAO,"282,32",2000
412330 SANTA CRUZ DE MONTE CASTELO,"376,32",2000
412340 SANTA FE,"476,82",2000
412350 SANTA HELENA,"509,55",2000
412360 SANTA INES,"357,3",2000
412370 SANTA ISABEL DO IVAI,"403,49",2000
412380 SANTA IZABEL DO OESTE,"406,52",2000
412382 SANTA LUCIA,"378,84",2000
412385 SANTA MARIA DO OESTE,"194,09",2000
412390 SANTA MARIANA,"400,4",2000
412395 SANTA MONICA,"249,75",2000
412400 SANTANA DO ITARARE,"325,66",2000
412402 SANTA TEREZA DO OESTE,"345,53",2000
412405 SANTA TEREZINHA DE ITAIPU,"521,29",2000
412410 SANTO ANTONIO DA PLATINA,"475,2",2000
412420 SANTO ANTONIO DO CAIUA,"306,16",2000
412430 SANTO ANTONIO DO PARAISO,"338,99",2000
412440 SANTO ANTONIO DO SUDOESTE,"330,55",2000
412450 SANTO INACIO,"428,05",2000
412460 SAO CARLOS DO IVAI,"392,68",2000
412470 SAO JERONIMO DA SERRA,"290,05",2000
412480 SAO JOAO,"472,64",2000
412490 SAO JOAO DO CAIUA,"323,25",2000
412500 SAO JOAO DO IVAI,"329,73",2000
412510 SAO JOAO DO TRIUNFO,"257,92",2000
412520 SAO JORGE D'OESTE,"423,19",2000
412530 SAO JORGE DO IVAI,"546,13",2000
412535 SAO JORGE DO PATROCINIO,"309,29",2000
412540 SAO JOSE DA BOA VISTA,"284,59",2000
412545 SAO JOSE DAS PALMEIRAS,"301,35",2000
412550 SAO JOSE DOS PINHAIS,"611,82",2000
412555 SAO MANOEL DO PARANA,"339,96",2000
412560 SAO MATEUS DO SUL,"495,22",2000
412570 SAO MIGUEL DO IGUACU,"611,74",2000
412575 SAO PEDRO DO IGUACU,"283,39",2000
412580 SAO PEDRO DO IVAI,"440,68",2000
412590 SAO PEDRO DO PARANA,"346,56",2000
412600 SAO SEBASTIAO DA AMOREIRA,"344,13",2000
412610 SAO TOME,"371,43",2000
412620 SAPOPEMA,"249,67",2000
412625 SARANDI,"367,82",2000
412627 SAUDADE DO IGUACU,"628,93",2000
412630 SENGES,"535,26",2000
412635 SERRANOPOLIS DO IGUACU,"543,81",2000
412640 SERTANEJA,"484,58",2000
412650 SERTANOPOLIS,"641,84",2000
412660 SIQUEIRA CAMPOS,"408,29",2000
412665 SULINA,"389,68",2000
412667 TAMARANA,"328,34",2000
412670 TAMBOARA,"379,67",2000
412680 TAPEJARA,"391,74",2000
412690 TAPIRA,"335,13",2000
412700 TEIXEIRA SOARES,"365,17",2000
412710 TELEMACO BORBA,"541,34",2000
412720 TERRA BOA,"384,21",2000
412730 TERRA RICA,"437,67",2000
412740 TERRA ROXA,"401,12",2000
412750 TIBAGI,"304,23",2000
412760 TIJUCAS DO SUL,"330,95",2000
412770 TOLEDO,"608,54",2000
412780 TOMAZINA,"362,61",2000
412785 TRES BARRAS DO PARANA,"365,07",2000
412788 TUNAS DO PARANA,"342,54",2000
412790 TUNEIRAS DO OESTE,"305,29",2000
412795 TUPASSI,"525,9",2000
412796 TURVO,"245,89",2000
412800 UBIRATA,"369,38",2000
412810 UMUARAMA,"616,83",2000
412820 UNIAO DA VITORIA,"562,69",2000
412830 UNIFLOR,"350,55",2000
412840 URAI,"434,57",2000
412850 WENCESLAU BRAZ,"443,03",2000
412853 VENTANIA,"337,06",2000
412855 VERA CRUZ DO OESTE,"384,84",2000
412860 VERE,"428,66",2000
412862 ALTO PARAISO,"277,95",2000
412863 DOUTOR ULYSSES,"157,54",2000
412865 VIRMOND,"353,81",2000
412870 VITORINO,"446,55",2000
412880 XAMBRE,"351,65",2000
420005 ABDON BATISTA,"302,99",2000
420010 ABELARDO LUZ,"489,89",2000
420020 AGROLANDIA,"412,73",2000
420030 AGRONOMICA,"515,24",2000
420040 AGUA DOCE,"579,36",2000
420050 AGUAS DE CHAPECO,"525,31",2000
420055 AGUAS FRIAS,495,2000
420060 AGUAS MORNAS,"400,23",2000
420070 ALFREDO WAGNER,"524,32",2000
420075 ALTO BELA VISTA,"393,09",2000
420080 ANCHIETA,"281,59",2000
420090 ANGELINA,"334,92",2000
420100 ANITA GARIBALDI,"308,54",2000
420110 ANITAPOLIS,"472,02",2000
420120 ANTONIO CARLOS,"595,82",2000
420125 APIUNA,"478,23",2000
420127 ARABUTA,"628,94",2000
420130 ARAQUARI,"360,91",2000
420140 ARARANGUA,"570,28",2000
420150 ARMAZEM,"547,28",2000
420160 ARROIO TRINTA,"496,24",2000
420165 ARVOREDO,"390,26",2000
420170 ASCURRA,"540,68",2000
420180 ATALANTA,"543,59",2000
420190 AURORA,"540,12",2000
420195 BALNEARIO ARROIO DO SILVA,"487,77",2000
420200 BALNEARIO CAMBORIU,"1318,69",2000
420205 BALNEARIO BARRA DO SUL,"482,41",2000
420207 BALNEARIO GAIVOTA,"416,88",2000
420208 BANDEIRANTE,"365,24",2000
420209 BARRA BONITA,"290,25",2000
420210 BARRA VELHA,"534,42",2000
420213 BELA VISTA DO TOLDO,"231,92",2000
420215 BELMONTE,"301,67",2000
420220 BENEDITO NOVO,"485,42",2000
420230 BIGUACU,"589,86",2000
420240 BLUMENAU,"908,71",2000
420243 BOCAINA DO SUL,"283,12",2000
420245 BOMBINHAS,"601,9",2000
420250 BOM JARDIM DA SERRA,"436,5",2000
420253 BOM JESUS,"315,08",2000
420257 BOM JESUS DO OESTE,"280,49",2000
420260 BOM RETIRO,"411,69",2000
420270 BOTUVERA,"546,38",2000
420280 BRACO DO NORTE,"860,11",2000
420285 BRACO DO TROMBUDO,"461,79",2000
420287 BRUNOPOLIS,"282,91",2000
420290 BRUSQUE,"818,58",2000
420300 CACADOR,"542,7",2000
420310 CAIBI,"564,25",2000
420315 CALMON,"197,78",2000
420320 CAMBORIU,468,2000
420325 CAPAO ALTO,"345,57",2000
420330 CAMPO ALEGRE,"420,68",2000
420340 CAMPO BELO DO SUL,"295,62",2000
420350 CAMPO ERE,"333,18",2000
420360 CAMPOS NOVOS,"494,13",2000
420370 CANELINHA,"505,6",2000
420380 CANOINHAS,"500,69",2000
420390 CAPINZAL,"515,43",2000
420395 CAPIVARI DE BAIXO,"441,45",2000
420400 CATANDUVAS,"553,02",2000
420410 CAXAMBU DO SUL,"702,93",2000
420415 CELSO RAMOS,"257,78",2000
420417 CERRO NEGRO,"214,49",2000
420419 CHAPADAO DO LAGEADO,"310,12",2000
420420 CHAPECO,"672,48",2000
420425 COCAL DO SUL,"557,96",2000
420430 CONCORDIA,"749,81",2000
420435 CORDILHEIRA ALTA,"610,81",2000
420440 CORONEL FREITAS,"477,89",2000
420445 CORONEL MARTINS,"340,4",2000
420450 CORUPA,"572,15",2000
420455 CORREIA PINTO,"404,47",2000
420460 CRICIUMA,"802,66",2000
420470 CUNHA PORA,"563,12",2000
420475 CUNHATAI,"566,77",2000
420480 CURITIBANOS,"496,12",2000
420490 DESCANSO,"426,04",2000
420500 DIONISIO CERQUEIRA,"382,88",2000
420510 DONA EMMA,"561,44",2000
420515 DOUTOR PEDRINHO,"530,45",2000
420517 ENTRE RIOS,"164,74",2000
420519 ERMO,"396,22",2000
420520 ERVAL VELHO,"476,86",2000
420530 FAXINAL DOS GUEDES,"641,41",2000
420535 FLOR DO SERTAO,"392,35",2000
420540 FLORIANOPOLIS,"1379,81",2000
420543 FORMOSA DO SUL,"547,77",2000
420545 FORQUILHINHA,"604,36",2000
420550 FRAIBURGO,"496,81",2000
420555 FREI ROGERIO,"323,97",2000
420560 GALVAO,"506,3",2000
420570 GAROPABA,"450,26",2000
420580 GARUVA,"459,52",2000
420590 GASPAR,"715,73",2000
420600 GOVERNADOR CELSO RAMOS,"455,25",2000
420610 GRAO PARA,"773,09",2000
420620 GRAVATAL,"457,49",2000
420630 GUABIRUBA,"658,52",2000
420640 GUARACIABA,"414,02",2000
420650 GUARAMIRIM,"583,57",2000
420660 GUARUJA DO SUL,"651,01",2000
420665 GUATAMBU,"272,88",2000
420670 HERVAL D'OESTE,"496,56",2000
420675 IBIAM,"510,62",2000
420680 IBICARE,"500,44",2000
420690 IBIRAMA,"604,75",2000
420700 ICARA,"450,26",2000
420710 ILHOTA,"488,96",2000
420720 IMARUI,"375,25",2000
420730 IMBITUBA,"487,5",2000
420740 IMBUIA,"467,83",2000
420750 INDAIAL,"672,17",2000
420757 IOMERE,"724,79",2000
420760 IPIRA,"461,28",2000
420765 IPORA DO OESTE,"371,12",2000
420768 IPUACU,"293,38",2000
420770 IPUMIRIM,"524,3",2000
420775 IRACEMINHA,"397,32",2000
420780 IRANI,"550,19",2000
420785 IRATI,"898,17",2000
420790 IRINEOPOLIS,"417,89",2000
420800 ITA,"584,34",2000
420810 ITAIOPOLIS,"308,81",2000
420820 ITAJAI,"760,25",2000
420830 ITAPEMA,"962,55",2000
420840 ITAPIRANGA,"558,15",2000
420845 ITAPOA,"596,53",2000
420850 ITUPORANGA,"557,11",2000
420860 JABORA,"467,2",2000
420870 JACINTO MACHADO,"359,62",2000
420880 JAGUARUNA,"527,92",2000
420890 JARAGUA DO SUL,"815,65",2000
420895 JARDINOPOLIS,"246,64",2000
420900 JOACABA,"882,44",2000
420910 JOINVILLE,"801,02",2000
420915 JOSE BOITEUX,"435,99",2000
420917 JUPIA,"355,96",2000
420920 LACERDOPOLIS,"913,57",2000
420930 LAGES,"660,11",2000
420940 LAGUNA,"485,74",2000
420945 LAJEADO GRANDE,"533,78",2000
420950 LAURENTINO,"695,52",2000
420960 LAURO MULLER,"446,04",2000
420970 LEBON REGIS,"304,52",2000
420980 LEOBERTO LEAL,"375,11",2000
420985 LINDOIA DO SUL,"797,27",2000
420990 LONTRAS,"472,63",2000
421000 LUIZ ALVES,"1134,85",2000
421003 LUZERNA,"677,94",2000
421005 MACIEIRA,"560,53",2000
421010 MAFRA,"487,56",2000
421020 MAJOR GERCINO,"411,62",2000
421030 MAJOR VIEIRA,"412,4",2000
421040 MARACAJA,"802,78",2000
421050 MARAVILHA,"580,51",2000
421055 MAREMA,"574,25",2000
421060 MASSARANDUBA,"651,1",2000
421070 MATOS COSTA,"338,37",2000
421080 MELEIRO,"794,57",2000
421085 MIRIM DOCE,"820,96",2000
421090 MODELO,"449,94",2000
421100 MONDAI,"456,14",2000
421105 MONTE CARLO,"297,53",2000
421110 MONTE CASTELO,"343,67",2000
421120 MORRO DA FUMACA,"555,27",2000
421125 MORRO GRANDE,"329,6",2000
421130 NAVEGANTES,"462,74",2000
421140 NOVA ERECHIM,"612,14",2000
421145 NOVA ITABERABA,"457,43",2000
421150 NOVA TRENTO,"554,73",2000
421160 NOVA VENEZA,"641,64",2000
421165 NOVO HORIZONTE,"433,2",2000
421170 ORLEANS,"562,2",2000
421175 OTACILIO COSTA,"506,87",2000
421180 OURO,"682,73",2000
421185 OURO VERDE,"522,3",2000
421187 PAIAL,"340,35",2000
421189 PAINEL,"405,72",2000
421190 PALHOCA,"590,15",2000
421200 PALMA SOLA,"376,43",2000
421205 PALMEIRA,"427,04",2000
421210 PALMITOS,"609,35",2000
421220 PAPANDUVA,"323,61",2000
421223 PARAISO,"348,35",2000
421225 PASSO DE TORRES,"394,46",2000
421227 PASSOS MAIA,"331,36",2000
421230 PAULO LOPES,"391,06",2000
421240 PEDRAS GRANDES,"453,41",2000
421250 PENHA,"509,43",2000
421260 PERITIBA,"495,39",2000
421270 PETROLANDIA,"466,88",2000
421280 BALNEARIO PICARRAS,"644,76",2000
421290 PINHALZINHO,"529,17",2000
421300 PINHEIRO PRETO,"421,13",2000
421310 PIRATUBA,"501,32",2000
421315 PLANALTO ALEGRE,"541,97",2000
421320 POMERODE,"765,09",2000
421330 PONTE ALTA,"330,65",2000
421335 PONTE ALTA DO NORTE,"415,23",2000
421340 PONTE SERRADA,"418,2",2000
421350 PORTO BELO,"630,24",2000
421360 PORTO UNIAO,"582,63",2000
421370 POUSO REDONDO,"466,96",2000
421380 PRAIA GRANDE,"431,46",2000
421390 PRESIDENTE CASTELLO BRANCO,"580,34",2000
421400 PRESIDENTE GETULIO,"599,1",2000
421410 PRESIDENTE NEREU,"353,93",2000
421415 PRINCESA,"324,51",2000
421420 QUILOMBO,"517,23",2000
421430 RANCHO QUEIMADO,"429,67",2000
421440 RIO DAS ANTAS,"446,21",2000
421450 RIO DO CAMPO,"438,14",2000
421460 RIO DO OESTE,"540,24",2000
421470 RIO DOS CEDROS,"538,44",2000
421480 RIO DO SUL,"769,18",2000
421490 RIO FORTUNA,"494,45",2000
421500 RIO NEGRINHO,"476,54",2000
421505 RIO RUFINO,"366,7",2000
421507 RIQUEZA,"464,87",2000
421510 RODEIO,"595,72",2000
421520 ROMELANDIA,"284,93",2000
421530 SALETE,"430,89",2000
421535 SALTINHO,"327,99",2000
421540 SALTO VELOSO,"660,46",2000
421545 SANGAO,"624,02",2000
421550 SANTA CECILIA,"364,42",2000
421555 SANTA HELENA,"361,78",2000
421560 SANTA ROSA DE LIMA,"460,77",2000
421565 SANTA ROSA DO SUL,"394,65",2000
421567 SANTA TEREZINHA,"321,91",2000
421568 SANTA TEREZINHA DO PROGRESSO,"352,02",2000
421569 SANTIAGO DO SUL,"264,74",2000
421570 SANTO AMARO DA IMPERATRIZ,"576,18",2000
421575 SAO BERNARDINO,"332,79",2000
421580 SAO BENTO DO SUL,"637,99",2000
421590 SAO BONIFACIO,"355,78",2000
421600 SAO CARLOS,"848,32",2000
421605 SAO CRISTOVAO DO SUL,"286,22",2000
421610 SAO DOMINGOS,"624,91",2000
421620 SAO FRANCISCO DO SUL,"656,39",2000
421625 SAO JOAO DO OESTE,"352,72",2000
421630 SAO JOAO BATISTA,"584,72",2000
421635 SAO JOAO DO ITAPERIU,"509,02",2000
421640 SAO JOAO DO SUL,"386,84",2000
421650 SAO JOAQUIM,"455,36",2000
421660 SAO JOSE,"840,62",2000
421670 SAO JOSE DO CEDRO,"489,31",2000
421680 SAO JOSE DO CERRITO,"304,36",2000
421690 SAO LOURENCO DO OESTE,"538,45",2000
421700 SAO LUDGERO,"677,24",2000
421710 SAO MARTINHO,"861,16",2000
421715 SAO MIGUEL DA BOA VISTA,"289,68",2000
421720 SAO MIGUEL DO OESTE,"596,12",2000
421725 SAO PEDRO DE ALCANTARA,"460,58",2000
421730 SAUDADES,"469,42",2000
421740 SCHROEDER,770,2000
421750 SEARA,"595,48",2000
421755 SERRA ALTA,"435,11",2000
421760 SIDEROPOLIS,"635,23",2000
421770 SOMBRIO,"529,06",2000
421775 SUL BRASIL,"281,67",2000
421780 TAIO,"573,85",2000
421790 TANGARA,"564,16",2000
421795 TIGRINHOS,"228,38",2000
421800 TIJUCAS,"776,54",2000
421810 TIMBE DO SUL,"548,58",2000
421820 TIMBO,"777,54",2000
421825 TIMBO GRANDE,"231,57",2000
421830 TRES BARRAS,"404,44",2000
421835 TREVISO,"480,4",2000
421840 TREZE DE MAIO,"569,94",2000
421850 TREZE TILIAS,"637,73",2000
421860 TROMBUDO CENTRAL,"527,35",2000
421870 TUBARAO,"752,82",2000
421875 TUNAPOLIS,"383,6",2000
421880 TURVO,"683,58",2000
421885 UNIAO DO OESTE,"569,86",2000
421890 URUBICI,"427,97",2000
421895 URUPEMA,"481,29",2000
421900 URUSSANGA,"679,47",2000
421910 VARGEAO,"652,42",2000
421915 VARGEM,"393,35",2000
421917 VARGEM BONITA,"404,72",2000
421920 VIDAL RAMOS,"423,68",2000
421930 VIDEIRA,"652,76",2000
421935 VITOR MEIRELES,"456,12",2000
421940 WITMARSUM,"468,31",2000
421950 XANXERE,"561,34",2000
421960 XAVANTINA,"390,72",2000
421970 XAXIM,"612,53",2000
421985 ZORTEA,"351,76",2000
430005 AGUA SANTA,"480,24",2000
430010 AGUDO,"553,51",2000
430020 AJURICABA,"466,81",2000
430030 ALECRIM,"289,7",2000
430040 ALEGRETE,"531,96",2000
430045 ALEGRIA,"301,55",2000
430050 ALPESTRE,"269,55",2000
430055 ALTO ALEGRE,"433,21",2000
430057 ALTO FELIZ,"498,67",2000
430060 ALVORADA,"422,03",2000
430063 AMARAL FERRADOR,"376,41",2000
430064 AMETISTA DO SUL,"397,32",2000
430066 ANDRE DA ROCHA,"643,63",2000
430070 ANTA GORDA,"729,51",2000
430080 ANTONIO PRADO,"824,61",2000
430085 ARAMBARE,"390,75",2000
430087 ARARICA,"412,69",2000
430090 ARATIBA,"413,81",2000
430100 ARROIO DO MEIO,"729,53",2000
430105 ARROIO DO SAL,"610,44",2000
430110 ARROIO DOS RATOS,"438,06",2000
430120 ARROIO DO TIGRE,"415,57",2000
430130 ARROIO GRANDE,"447,67",2000
430140 ARVOREZINHA,"565,33",2000
430150 AUGUSTO PESTANA,"461,13",2000
430155 AUREA,"328,95",2000
430160 BAGE,"581,23",2000
430163 BALNEARIO PINHAL,"617,29",2000
430165 BARAO,"548,37",2000
430170 BARAO DE COTEGIPE,"502,55",2000
430175 BARAO DO TRIUNFO,"349,5",2000
430180 BARRACAO,"336,96",2000
430185 BARRA DO GUARITA,"292,05",2000
430187 BARRA DO QUARAI,"470,71",2000
430190 BARRA DO RIBEIRO,"508,64",2000
430192 BARRA DO RIO AZUL,"457,49",2000
430195 BARRA FUNDA,"406,98",2000
430200 BARROS CASSAL,"309,13",2000
430205 BENJAMIN CONSTANT DO SUL,"224,71",2000
430210 BENTO GONCALVES,"917,81",2000
430215 BOA VISTA DAS MISSOES,"487,3",2000
430220 BOA VISTA DO BURICA,"553,89",2000
430225 BOA VISTA DO SUL,"819,78",2000
430230 BOM JESUS,"408,73",2000
430235 BOM PRINCIPIO,"609,05",2000
430237 BOM PROGRESSO,"294,38",2000
430240 BOM RETIRO DO SUL,"538,67",2000
430245 BOQUEIRAO DO LEAO,"380,3",2000
430250 BOSSOROCA,"318,41",2000
430260 BRAGA,"248,16",2000
430265 BROCHIER,"478,21",2000
430270 BUTIA,"431,55",2000
430280 CACAPAVA DO SUL,"445,21",2000
430290 CACEQUI,"354,34",2000
430300 CACHOEIRA DO SUL,"568,2",2000
430310 CACHOEIRINHA,"622,6",2000
430320 CACIQUE DOBLE,"335,29",2000
430330 CAIBATE,"392,38",2000
430340 CAICARA,"417,92",2000
430350 CAMAQUA,"522,43",2000
430355 CAMARGO,"589,87",2000
430360 CAMBARA DO SUL,"411,44",2000
430367 CAMPESTRE DA SERRA,"450,27",2000
430370 CAMPINA DAS MISSOES,"317,94",2000
430380 CAMPINAS DO SUL,"498,53",2000
430390 CAMPO BOM,"726,51",2000
430400 CAMPO NOVO,"337,8",2000
430410 CAMPOS BORGES,"420,55",2000
430420 CANDELARIA,"395,89",2000
430430 CANDIDO GODOI,"382,72",2000
430435 CANDIOTA,"486,31",2000
430440 CANELA,"610,59",2000
430450 CANGUCU,"350,36",2000
430460 CANOAS,"694,21",2000
430463 CAPAO DA CANOA,"592,14",2000
430466 CAPAO DO LEAO,"341,52",2000
430467 CAPIVARI DO SUL,"828,05",2000
430468 CAPELA DE SANTANA,"374,8",2000
430469 CAPITAO,"539,79",2000
430470 CARAZINHO,"619,64",2000
430471 CARAA,"286,51",2000
430480 CARLOS BARBOSA,"883,57",2000
430485 CARLOS GOMES,"249,87",2000
430490 CASCA,"774,77",2000
430495 CASEIROS,"333,73",2000
430500 CATUIPE,"486,31",2000
430510 CAXIAS DO SUL,"965,12",2000
430511 CENTENARIO,"254,36",2000
430512 CERRITO,"330,9",2000
430513 CERRO BRANCO,"399,95",2000
430515 CERRO GRANDE,"277,1",2000
430517 CERRO GRANDE DO SUL,"325,42",2000
430520 CERRO LARGO,"489,91",2000
430530 CHAPADA,"486,67",2000
430535 CHARQUEADAS,"524,05",2000
430537 CHARRUA,"312,43",2000
430540 CHIAPETTA,"347,04",2000
430543 CHUI,"617,57",2000
430544 CHUVISCA,"494,3",2000
430545 CIDREIRA,"590,79",2000
430550 CIRIACO,"493,32",2000
430558 COLINAS,"559,29",2000
430560 COLORADO,"446,75",2000
430570 CONDOR,"467,21",2000
430580 CONSTANTINA,"451,59",2000
430585 COQUEIROS DO SUL,"360,63",2000
430587 CORONEL BARROS,"438,7",2000
430590 CORONEL BICACO,"391,31",2000
430595 COTIPORA,"633,6",2000
430597 COXILHA,"347,39",2000
430600 CRISSIUMAL,"357,62",2000
430605 CRISTAL,"355,89",2000
430607 CRISTAL DO SUL,"169,1",2000
430610 CRUZ ALTA,"678,65",2000
430620 CRUZEIRO DO SUL,"551,06",2000
430630 DAVID CANABARRO,"521,92",2000
430632 DERRUBADAS,"365,82",2000
430635 DEZESSEIS DE NOVEMBRO,"226,69",2000
430637 DILERMANDO DE AGUIAR,"658,19",2000
430640 DOIS IRMAOS,"671,35",2000
430642 DOIS IRMAOS DAS MISSOES,"312,49",2000
430645 DOIS LAJEADOS,"785,9",2000
430650 DOM FELICIANO,"347,07",2000
430655 DOM PEDRO DE ALCANTARA,"344,17",2000
430660 DOM PEDRITO,"549,35",2000
430670 DONA FRANCISCA,"489,71",2000
430673 DOUTOR MAURICIO CARDOSO,"361,65",2000
430675 DOUTOR RICARDO,"481,05",2000
430676 ELDORADO DO SUL,"525,55",2000
430680 ENCANTADO,"703,71",2000
430690 ENCRUZILHADA DO SUL,"432,44",2000
430692 ENGENHO VELHO,"310,73",2000
430693 ENTRE-IJUIS,"322,74",2000
430695 ENTRE RIOS DO SUL,"495,77",2000
430697 EREBANGO,"349,51",2000
430700 ERECHIM,"691,13",2000
430705 ERNESTINA,"515,89",2000
430710 HERVAL,"351,85",2000
430720 ERVAL GRANDE,"362,31",2000
430730 ERVAL SECO,"281,42",2000
430740 ESMERALDA,"355,26",2000
430745 ESPERANCA DO SUL,"212,9",2000
430750 ESPUMOSO,"527,77",2000
430755 ESTACAO,"472,23",2000
430760 ESTANCIA VELHA,"647,5",2000
430770 ESTEIO,"716,6",2000
430780 ESTRELA,"652,24",2000
430781 ESTRELA VELHA,"427,85",2000
430783 EUGENIO DE CASTRO,"402,23",2000
430786 FAGUNDES VARELA,"579,19",2000
430790 FARROUPILHA,"798,17",2000
430800 FAXINAL DO SOTURNO,"500,51",2000
430805 FAXINALZINHO,"403,52",2000
430807 FAZENDA VILANOVA,"433,02",2000
430810 FELIZ,"636,98",2000
430820 FLORES DA CUNHA,"924,42",2000
430825 FLORIANO PEIXOTO,"295,15",2000
430830 FONTOURA XAVIER,"304,34",2000
430840 FORMIGUEIRO,340,2000
430845 FORTALEZA DOS VALOS,"857,3",2000
430850 FREDERICO WESTPHALEN,"583,28",2000
430860 GARIBALDI,"896,03",2000
430865 GARRUCHOS,"254,5",2000
430870 GAURAMA,"535,21",2000
430880 GENERAL CAMARA,"468,06",2000
430885 GENTIL,"466,05",2000
430890 GETULIO VARGAS,"515,19",2000
430900 GIRUA,"457,26",2000
430905 GLORINHA,"506,79",2000
430910 GRAMADO,"791,29",2000
430912 GRAMADO DOS LOUREIROS,"292,14",2000
430915 GRAMADO XAVIER,"734,05",2000
430920 GRAVATAI,"567,78",2000
430925 GUABIJU,"549,02",2000
430930 GUAIBA,"567,3",2000
430940 GUAPORE,"714,14",2000
430950 GUARANI DAS MISSOES,"341,46",2000
430955 HARMONIA,"644,3",2000
430957 HERVEIRAS,"321,81",2000
430960 HORIZONTINA,"603,66",2000
430965 HULHA NEGRA,"490,85",2000
430970 HUMAITA,"436,99",2000
430975 IBARAMA,"320,3",2000
430980 IBIACA,"819,32",2000
430990 IBIRAIARAS,"632,58",2000
430995 IBIRAPUITA,"280,61",2000
431000 IBIRUBA,"768,57",2000
431010 IGREJINHA,"617,79",2000
431020 IJUI,"653,57",2000
431030 ILOPOLIS,"524,03",2000
431033 IMBE,"673,68",2000
431036 IMIGRANTE,"742,56",2000
431040 INDEPENDENCIA,"441,7",2000
431041 INHACORA,330,2000
431043 IPE,"470,61",2000
431046 IPIRANGA DO SUL,"580,54",2000
431050 IRAI,"479,66",2000
431053 ITAARA,"531,33",2000
431055 ITACURUBI,"317,93",2000
431057 ITAPUCA,"385,84",2000
431060 ITAQUI,"419,94",2000
431070 ITATIBA DO SUL,"326,95",2000
431075 IVORA,"317,81",2000
431080 IVOTI,"750,87",2000
431085 JABOTICABA,"284,94",2000
431090 JACUTINGA,"441,54",2000
431100 JAGUARAO,"514,77",2000
431110 JAGUARI,"488,37",2000
431112 JAQUIRANA,"304,48",2000
431113 JARI,"273,71",2000
431115 JOIA,"357,83",2000
431120 JULIO DE CASTILHOS,"497,31",2000
431125 LAGOAO,"210,54",2000
431127 LAGOA DOS TRES CANTOS,"573,16",2000
431130 LAGOA VERMELHA,"508,56",2000
431140 LAJEADO,"776,97",2000
431142 LAJEADO DO BUGRE,"238,35",2000
431150 LAVRAS DO SUL,"474,07",2000
431160 LIBERATO SALZANO,"285,81",2000
431162 LINDOLFO COLLOR,"428,01",2000
431164 LINHA NOVA,"435,43",2000
431170 MACHADINHO,"325,15",2000
431171 MACAMBARA,"423,67",2000
431173 MAMPITUBA,"302,1",2000
431175 MANOEL VIANA,"322,42",2000
431177 MAQUINE,"447,77",2000
431179 MARATA,"508,68",2000
431180 MARAU,"687,8",2000
431190 MARCELINO RAMOS,"476,28",2000
431198 MARIANA PIMENTEL,"448,91",2000
431200 MARIANO MORO,"653,15",2000
431205 MARQUES DE SOUZA,"552,72",2000
431210 MATA,"336,93",2000
431213 MATO CASTELHANO,"475,05",2000
431215 MATO LEITAO,"422,45",2000
431220 MAXIMILIANO DE ALMEIDA,"339,81",2000
431225 MINAS DO LEAO,"341,51",2000
431230 MIRAGUAI,"262,95",2000
431235 MONTAURI,"622,98",2000
431237 MONTE ALEGRE DOS CAMPOS,"226,5",2000
431238 MONTE BELO DO SUL,"1086,39",2000
431240 MONTENEGRO,"717,89",2000
431242 MORMACO,"418,79",2000
431244 MORRINHOS DO SUL,"311,57",2000
431245 MORRO REDONDO,"505,2",2000
431247 MORRO REUTER,"675,27",2000
431250 MOSTARDAS,"400,68",2000
431260 MUCUM,"612,91",2000
431261 MUITOS CAPOES,"414,82",2000
431262 MULITERNO,"345,58",2000
431265 NAO-ME-TOQUE,"689,47",2000
431267 NICOLAU VERGUEIRO,"458,38",2000
431270 NONOAI,"400,32",2000
431275 NOVA ALVORADA,"530,37",2000
431280 NOVA ARACA,"1025,68",2000
431290 NOVA BASSANO,"828,06",2000
431295 NOVA BOA VISTA,"383,44",2000
431300 NOVA BRESCIA,"788,17",2000
