Município,Branca,Preta,Amarela,Parda,Indígena,Sem declaração,Total,Ano
352130 IPUA,"348,64","219,62","514,5","281,68",...,"897,28","331,18",1991
352140 IRACEMAPOLIS,"501,56","252,55","160,84","374,39",...,...,"485,43",1991
352150 IRAPUA,"244,69","228,07",...,"180,67",...,"525,46","232,82",1991
352160 IRAPURU,"293,32","182,07","1308,71","131,67",...,"62,66","308,58",1991
352170 ITABERA,"330,46","124,08","5589,13","127,67",...,...,"308,46",1991
352180 ITAI,"270,78","122,81","851,62","204,64",...,"284,59","265,42",1991
352190 ITAJOBI,"314,26","82,33","383,13","174,46","73,17",...,"302,84",1991
352200 ITAJU,"199,28","159,96",...,"142,82",...,...,"195,44",1991
352210 ITANHAEM,"444,09","221,52","958,97","255,23","247,29","216,75","387,08",1991
352220 ITAPECERICA DA SERRA,"497,62","301,57","817,81","305,48","401,17",2560,"492,74",1991
352230 ITAPETININGA,"386,2","179,92","2471,64","230,24","156,66","606,21","386,27",1991
352240 ITAPEVA,"305,87","155,64","1026,11","158,93",...,"273,32","280,73",1991
352250 ITAPEVI,"321,57","269,11","550,36","241,54","164,13","72,68","264,49",1991
352260 ITAPIRA,"444,52","216,68","244,28","300,19","267,9","446,58","419,39",1991
352270 ITAPOLIS,"357,12","198,99","264,57","254,28","549,26",...,"344,97",1991
352280 ITAPORANGA,"213,66","72,82","494,8","102,26",...,"122,97","214,46",1991
352290 ITAPUI,"401,29","212,03",...,"219,67",...,"53,25","368,56",1991
352300 ITAPURA,"216,82","135,78","254,36","183,3",...,"93,56","200,08",1991
352310 ITAQUAQUECETUBA,"312,09","233,16","599,12","240,89","143,68","279,01","278,25",1991
352320 ITARARE,"287,77","183,18","595,85","128,88",...,"110,8","258,27",1991
352330 ITARIRI,"354,09","162,61","819,56","178,83","11,01","66,38","276,4",1991
352340 ITATIBA,"531,03","361,23","557,12","280,24","257,76","386,87","488,79",1991
352350 ITATINGA,"380,56",182,"260,47","274,78",...,"401,87","360,63",1991
352360 ITIRAPINA,"412,37","289,34","608,71","189,72",...,...,"380,56",1991
352370 ITIRAPUA,"254,23","146,36","239,27","167,63",...,"94,28","231,87",1991
352380 ITOBI,"300,6","139,42","136,92","173,74",...,"234,27","274,28",1991
352390 ITU,"527,13","297,84","546,27",272,...,"307,16","470,56",1991
352400 ITUPEVA,"425,99","257,35","1742,92","210,8",...,"168,12","398,07",1991
352410 ITUVERAVA,"462,35","251,55","1027,79","225,14",...,"92,9","400,56",1991
352420 JABORANDI,"356,54","201,04","332,88","237,54",...,...,"335,08",1991
352430 JABOTICABAL,"595,29","246,17","813,13","320,93","1505,51","83,41","534,1",1991
352440 JACAREI,"501,31","300,85","1060,64","295,42","74,86","82,37","468,65",1991
352450 JACI,"231,05","162,98",...,"122,51",...,...,"218,63",1991
352460 JACUPIRANGA,"257,14","206,26","444,32","172,69","122,32","179,42","232,38",1991
352470 JAGUARIUNA,"559,53","543,96","486,69","350,32",...,...,"541,51",1991
352480 JALES,"394,78","280,72","703,86","291,56",...,"108,45","385,73",1991
352490 JAMBEIRO,"243,69","180,1",...,"277,18",...,"90,82","245,79",1991
352500 JANDIRA,"368,1","238,55","365,2","285,73","402,11","147,94","325,91",1991
352510 JARDINOPOLIS,"446,88","219,62","649,88","272,41",...,"254,52","405,7",1991
352520 JARINU,"420,88","236,21","698,7","207,27",...,"57,25","372,74",1991
352530 JAU,"487,23","263,49","423,05","266,89",...,...,"451,05",1991
352540 JERIQUARA,"244,25","156,21","518,16","173,04",...,...,"222,3",1991
352550 JOANOPOLIS,"314,3","236,56","651,95","191,39",...,"123,53","310,47",1991
352560 JOAO RAMALHO,"297,61","176,26",...,"186,11",...,...,"246,5",1991
352570 JOSE BONIFACIO,"372,04","272,85","615,25","240,49",...,"401,4","350,69",1991
352580 JULIO MESQUITA,"231,59","95,98","498,39","157,44",...,"112,65","198,46",1991
352590 JUNDIAI,"650,71","364,53","935,24","341,4","263,83","487,08","609,76",1991
352600 JUNQUEIROPOLIS,316,"129,38","474,26","148,47",...,...,"270,47",1991
352610 JUQUIA,"260,27","134,14","447,72","173,27","111,3","77,84","230,4",1991
352620 JUQUITIBA,"257,41","164,98","530,22","206,67",...,"213,18","239,3",1991
352630 LAGOINHA,"178,8","155,98",...,"111,64",...,91,"172,36",1991
352640 LARANJAL PAULISTA,"418,52","285,64",...,"228,74","155,99",...,"401,01",1991
352650 LAVINIA,"297,78","112,92","1343,32","169,97",...,"427,17","322,19",1991
352660 LAVRINHAS,"355,93","114,62","3034,54","121,42",...,"30,18","297,43",1991
352670 LEME,"404,46","278,8","1215,45","254,25","310,28","159,52","385,62",1991
352680 LENCOIS PAULISTA,"477,15","270,1","668,58","284,44",...,"424,33","441,68",1991
352690 LIMEIRA,"473,98","249,04","1194,24","245,85","304,23","267,52","431,27",1991
352700 LINDOIA,"426,09","250,47",...,"238,02",...,...,"414,41",1991
352710 LINS,"559,68","255,95","805,09","239,46",...,"97,47","471,95",1991
352720 LORENA,"486,84","200,43","1227,47","199,82","93,19","229,29","422,79",1991
352730 LOUVEIRA,"437,96","386,28","272,82","272,38",...,"243,99","402,04",1991
352740 LUCELIA,"280,36","437,76","792,5","161,92",...,"67,74","266,96",1991
352750 LUCIANOPOLIS,"172,43","111,18",...,"114,68",...,...,"161,05",1991
352760 LUIS ANTONIO,"330,68","260,51","290,55","280,46",...,"81,48","311,21",1991
352770 LUIZIANIA,"270,59","182,63",...,"130,45",...,...,"221,62",1991
352780 LUPERCIO,"296,64","114,36",...,"167,64","113,64","88,52","251,52",1991
352790 LUTECIA,"229,59","385,52",...,"184,34",...,...,"223,82",1991
352800 MACATUBA,"405,77","318,71",...,"242,22","636,2",...,"377,54",1991
352810 MACAUBAL,"331,63","131,01","244,35","209,54",...,"156,62","317,65",1991
352820 MACEDONIA,"215,99","102,12","26,32","170,56",...,"54,41","202,43",1991
352830 MAGDA,"284,9","123,77",...,"146,9",...,...,"258,51",1991
352840 MAIRINQUE,"432,25","308,82","1164,12","315,53","333,61","560,95","412,45",1991
352850 MAIRIPORA,"666,47","299,09","2775,77","335,49","288,11","666,99","606,54",1991
352860 MANDURI,372,"123,24",...,"194,11",...,"279,89","356,01",1991
352870 MARABA PAULISTA,"200,65","128,57","613,54","147,07",...,"63,84","179,43",1991
352880 MARACAI,"348,24","199,82",...,"177,3","427,38","165,47","322,42",1991
352890 MARIAPOLIS,"375,52","124,72","307,86","126,98",...,...,"309,07",1991
352900 MARILIA,"599,44",336,"991,81","274,92","225,96","203,66","526,65",1991
352910 MARINOPOLIS,"215,07","130,28","2453,67","129,11",...,...,"250,9",1991
352920 MARTINOPOLIS,"422,27","210,05","490,52","171,12",...,"224,31","338,54",1991
352930 MATAO,"440,33","262,74","509,61","266,19","401,45","482,2","399,05",1991
352940 MAUA,"445,37","313,41","716,68","332,25","337,11","318,43","406,62",1991
352950 MENDONCA,"389,22","89,39",...,"393,8",...,"141,23","386,85",1991
352960 MERIDIANO,"220,61","74,15","246,36","117,27",...,...,"196,16",1991
352970 MIGUELOPOLIS,"338,08","215,9","1590,73","206,7",...,"176,72","308,98",1991
352980 MINEIROS DO TIETE,"375,92","232,99",...,"242,95",...,"265,43","347,07",1991
352990 MIRACATU,"395,77","113,9","1111,23","246,17",...,"197,35","334,41",1991
353000 MIRA ESTRELA,"819,62","156,9",...,"152,71","197,04",...,"623,46",1991
353010 MIRANDOPOLIS,"348,92","237,97","1028,14",199,...,"439,58","340,52",1991
353020 MIRANTE DO PARANAPANEMA,"225,94","136,97","432,36","153,82","139,28",...,"206,49",1991
353030 MIRASSOL,"432,96","213,77","598,81","269,63",...,...,"405,15",1991
353040 MIRASSOLANDIA,"239,46","160,02",...,"200,44",...,"107,47","226,7",1991
353050 MOCOCA,"378,91","216,5","552,75","213,89","149,58","1198,28","353,29",1991
353060 MOGI DAS CRUZES,"514,14","307,85","1025,18","269,71","140,17","286,23","476,14",1991
353070 MOGI GUACU,"434,87",256,"1149,41","320,29",...,"179,68","419,77",1991
353080 MOGI MIRIM,"507,69","335,35","904,69","256,51","329,08","270,61","476,64",1991
353090 MOMBUCA,"478,31","208,13",...,"194,98",...,...,"423,66",1991
353100 MONCOES,"228,02","162,06","70,27","124,14",...,"88,98","217,7",1991
353110 MONGAGUA,"403,8","285,8","653,34","219,64","345,97","195,2","345,1",1991
353120 MONTE ALEGRE DO SUL,"311,4","234,07","146,29","214,09",...,"402,77","303,53",1991
353130 MONTE ALTO,"479,36","237,22","379,2","302,92",...,"296,32","452,67",1991
353140 MONTE APRAZIVEL,"368,72","137,45","473,09","249,37",...,...,"351,43",1991
353150 MONTE AZUL PAULISTA,"416,9","278,09",...,"238,23",...,...,"382,97",1991
353160 MONTE CASTELO,"211,83","140,78","396,65","124,28",...,...,"182,36",1991
353170 MONTEIRO LOBATO,"330,6","79,76",...,"138,52",...,...,"279,38",1991
353180 MONTE MOR,"385,68","518,12","656,08","178,72","109,83","113,01","338,07",1991
353190 MORRO AGUDO,"451,73","233,45","104,53","261,7",...,...,"383,4",1991
353200 MORUNGABA,"418,66","200,76","658,31","299,99","889,42","193,65","397,57",1991
353210 MURUTINGA DO SUL,"248,88","160,5","3119,86","173,73",...,...,"285,84",1991
353220 NARANDIBA,"257,09","108,43","183,48","143,25",...,...,"192,37",1991
353230 NATIVIDADE DA SERRA,"162,3","276,88","424,54","171,84","56,9","147,18","163,9",1991
353240 NAZARE PAULISTA,"324,75","171,9","975,39",163,...,"235,72","293,74",1991
353250 NEVES PAULISTA,"334,8","193,01",...,"191,78",...,...,"313,73",1991
353260 NHANDEARA,"428,34","183,09","726,38","205,62","74,83",...,"404,07",1991
353270 NIPOA,"284,38","148,36","348,2","221,66",...,...,"262,99",1991
353280 NOVA ALIANCA,"358,02","173,37","145,26","416,36","145,26","220,22","367,47",1991
353290 NOVA EUROPA,"470,84","273,56","628,47","262,63","68,48","214,85","436,55",1991
353300 NOVA GRANADA,"401,08","182,3","317,88","191,05",...,"484,23","350,95",1991
353310 NOVA GUATAPORANGA,"177,35","105,37",...,"108,04",...,...,"164,88",1991
353320 NOVA INDEPENDENCIA,"243,47","118,72",...,"152,34",...,...,"193,73",1991
353330 NOVA LUZITANIA,"276,02","212,74",...,"192,49",...,...,"247,18",1991
353340 NOVA ODESSA,"445,41","278,33","599,48","316,11",...,"355,86","422,49",1991
353350 NOVO HORIZONTE,"354,76","178,03","800,46","231,4",...,"161,97","336,37",1991
353360 NUPORANGA,"422,38","254,1",...,"240,47",...,...,"376,59",1991
353370 OCAUCU,"255,01","134,86","109,16","128,96",...,...,"207,53",1991
353380 OLEO,"227,92","132,03",...,"168,46",...,"70,01","219,73",1991
353390 OLIMPIA,399,"240,32","718,83","258,04",...,"503,46","369,61",1991
353400 ONDA VERDE,"357,46","162,21","86,29","205,11",...,...,"291,88",1991
353410 ORIENTE,"320,25","181,29","84,2",167,...,"341,95","269,79",1991
353420 ORINDIUVA,"370,83","235,35","3637,98","212,39",...,...,"400,98",1991
353430 ORLANDIA,"507,94","317,34","305,54","290,6",...,...,"463,08",1991
353440 OSASCO,"579,9","372,28","1135,86","374,79","597,71","254,35","520,65",1991
353450 OSCAR BRESSANE,"288,35","156,99","233,3","144,28",...,"49,85","256,55",1991
353460 OSVALDO CRUZ,"381,31","159,62","904,95","194,55","191,98","88,16","352,02",1991
353470 OURINHOS,"434,16","197,94","577,67","267,61","274,01",...,"404,37",1991
353480 OURO VERDE,"246,7","119,39",...,153,...,...,"206,39",1991
353490 PACAEMBU,"333,12","168,17","432,61","174,53",...,...,"277,52",1991
353500 PALESTINA,"400,81","176,48","304,07","189,34",...,"63,53","356,4",1991
353510 PALMARES PAULISTA,"379,69","424,59",...,"308,65",...,"244,25","364,94",1991
353520 PALMEIRA D'OESTE,"341,95","159,46","347,36","187,18",...,...,"309,02",1991
353530 PALMITAL,"341,29","128,93",...,"184,74",...,"193,86","315,71",1991
353540 PANORAMA,"326,17","231,96","365,94","171,66",...,"503,73","283,76",1991
353550 PARAGUACU PAULISTA,"366,05","210,81","566,36","197,47",...,...,"331,59",1991
353560 PARAIBUNA,"290,92","110,84","378,68","188,54",...,...,"274,28",1991
353570 PARAISO,"382,03","247,72",...,"216,59",...,...,"362,38",1991
353580 PARANAPANEMA,"294,78","201,27",...,"191,4",...,"277,86","268,83",1991
353590 PARANAPUA,"245,05","115,65","646,17","130,52",...,...,"210,25",1991
353600 PARAPUA,"236,65","124,96","1210,29","131,74",...,...,"231,55",1991
353610 PARDINHO,"276,29","162,21","330,07","306,54",...,"242,91","275,82",1991
353620 PARIQUERA-ACU,"304,44","116,98","286,2","158,94",...,"129,16","270,84",1991
353630 PATROCINIO PAULISTA,"341,44","165,61",...,"223,91",...,...,"301,26",1991
353640 PAULICEIA,"229,12","165,56","494,27","179,06",...,...,"220,49",1991
353650 PAULINIA,"568,1","276,95","867,79","420,31",...,...,"533,4",1991
353660 PAULO DE FARIA,"441,06","214,31","662,72","201,99",...,"97,28","339,92",1991
353670 PEDERNEIRAS,"472,13","221,63","3640,47","239,97",...,"467,71","427,22",1991
353680 PEDRA BELA,"204,58","87,59",...,"115,99",...,"88,93","198,27",1991
353690 PEDRANOPOLIS,"247,73","214,43",...,159,...,...,"237,33",1991
353700 PEDREGULHO,"311,24","158,47","102,05","187,67","496,93","48,33","279,96",1991
353710 PEDREIRA,"518,62","246,75","478,71","229,97","687,24","219,16","491,88",1991
353720 PEDRO DE TOLEDO,"262,54","242,19","843,49","184,88",...,"56,52","247,54",1991
353730 PENAPOLIS,"428,9","183,33","597,6","219,22","142,4","136,78","389,09",1991
353740 PEREIRA BARRETO,"479,02","259,01","754,24","269,87","182,52","206,65","412,51",1991
353750 PEREIRAS,"360,22","193,83","91,19","177,8",...,"195,21","347,09",1991
353760 PERUIBE,"543,79","462,99","1088,7","273,09","79,62","133,95","439,57",1991
353770 PIACATU,"238,46","147,9","242,49","123,37",...,...,"206,65",1991
353780 PIEDADE,"272,07","173,41","536,41","207,89",...,"187,33","277,88",1991
353790 PILAR DO SUL,"320,19","427,67","624,93","176,05",...,"136,54","318,03",1991
353800 PINDAMONHANGABA,"438,52","211,34","837,87","230,73",...,"546,23","386,45",1991
353810 PINDORAMA,"369,53","230,85","421,81","268,53",...,"283,62","350,26",1991
353820 PINHALZINHO,"365,56","224,7","246,58","184,37",...,"259,99","347,35",1991
353830 PIQUEROBI,"223,85","119,47","221,65","129,67",...,...,"191,56",1991
353850 PIQUETE,"392,2","226,14","371,27","253,43","430,14","123,36","352,06",1991
353860 PIRACAIA,"367,76","222,75","4337,62","295,56",...,"148,68","407,74",1991
353870 PIRACICABA,"606,39","301,13","1062,24","284,57","460,09","304,83","549,52",1991
353880 PIRAJU,"357,37","205,25","2118,65","196,16",...,"292,06","348,06",1991
353890 PIRAJUI,"325,39","120,43","637,79","157,16",...,"205,39","288,92",1991
353900 PIRANGI,"472,63","220,72","8289,18","204,67",...,...,"481,33",1991
353910 PIRAPORA DO BOM JESUS,"308,15","244,63","1115,63","205,82",...,...,"272,32",1991
353920 PIRAPOZINHO,350,"300,8","375,28","225,2",...,...,"316,52",1991
353930 PIRASSUNUNGA,"568,14","275,63","606,28","301,46",...,"148,56","521,62",1991
353940 PIRATININGA,"596,01","207,89","587,98","168,11","96,82","102,69","506,79",1991
353950 PITANGUEIRAS,"368,07","277,6","15225,72","306,77",342,...,"376,8",1991
353960 PLANALTO,"258,89","174,76","498,43","182,24",...,...,"215,33",1991
353970 PLATINA,"208,94","183,37",...,"145,53",...,"168,35","182,8",1991
353980 POA,"406,62","274,2","580,85","273,49","415,01","116,05","367,08",1991
353990 POLONI,"406,09","199,73","102,48","289,96",...,"119,81","383,36",1991
354000 POMPEIA,"323,88","238,27","640,01","176,17",...,"295,56","298,25",1991
354010 PONGAI,"262,16","190,28",...,"178,13",...,...,"246,83",1991
354020 PONTAL,"445,99","249,7","138,71","267,87",...,"308,5","375,66",1991
354030 PONTES GESTAL,"175,94","121,97",...,"137,06",...,...,"166,36",1991
354040 POPULINA,"274,01","195,69","119,44","218,49",...,...,"256,96",1991
354050 PORANGABA,"254,38","101,23",...,"94,76",...,...,"235,53",1991
354060 PORTO FELIZ,"419,57","185,43","267,53","207,07",...,...,"384,04",1991
354070 PORTO FERREIRA,"443,72","236,09",...,"242,99",...,"938,22","407,17",1991
354080 POTIRENDABA,"331,12","153,31","964,54","195,39",...,"353,88","318,36",1991
354090 PRADOPOLIS,"418,29","256,36","1150,28","283,11",...,...,"396,43",1991
354100 PRAIA GRANDE,"455,74","324,95","409,84","289,08","131,7","262,75","400,5",1991
354110 PRESIDENTE ALVES,"258,41","123,71",...,"115,58",...,"318,86","215,44",1991
354120 PRESIDENTE BERNARDES,"309,32","169,98","927,06","292,79","96,32","227,12","310,74",1991
354130 PRESIDENTE EPITACIO,"419,02","231,37","1589,09",248,...,...,"348,03",1991
354140 PRESIDENTE PRUDENTE,"617,43","215,2","1129,21","299,64","131,99","191,75","542,78",1991
354150 PRESIDENTE VENCESLAU,"435,6","179,89","577,31","201,75",...,"165,62","364,49",1991
354160 PROMISSAO,"425,82","227,36","329,75","218,6",...,"259,93","361,62",1991
354170 QUATA,"328,67","162,15","808,7","174,2",...,"161,58","281,43",1991
354180 QUEIROZ,"199,14","131,65","775,74","202,28",...,...,"200,89",1991
354190 QUELUZ,"235,74","138,8",...,"174,95","58,54","53,5","217,61",1991
354200 QUINTANA,"335,41","161,88","268,79","166,87",...,-,"271,16",1991
354210 RAFARD,"471,61","275,54","2330,75","267,64",...,"336,41","440,27",1991
354220 RANCHARIA,"325,4","144,22","703,58","174,21",...,"115,02","290,16",1991
354230 REDENCAO DA SERRA,"210,85","104,72",...,"200,81",...,...,"207,83",1991
354240 REGENTE FEIJO,"325,77","192,35","823,29","191,73",...,...,"307,1",1991
354250 REGINOPOLIS,"290,08","194,17",...,"136,88","250,81",...,"271,03",1991
354260 REGISTRO,"378,74","185,37","1123,49","189,25",...,"645,47","362,85",1991
354270 RESTINGA,"255,29","170,52",...,"224,95",...,...,"238,77",1991
354280 RIBEIRA,"179,82","146,69",...,"112,84",...,"20,28","146,31",1991
354290 RIBEIRAO BONITO,"416,59","256,38","735,72","203,5",...,"360,83","363,15",1991
354300 RIBEIRAO BRANCO,"126,5","59,66","127,53","84,79",...,...,"118,37",1991
354310 RIBEIRAO CORRENTE,"232,03","190,45",...,"152,75",...,...,"204,45",1991
354320 RIBEIRAO DO SUL,"251,79","273,67",...,"151,78",...,...,"238,07",1991
354330 RIBEIRAO PIRES,"524,1","297,19","1134,1","353,8","826,34","388,32","485,39",1991
354340 RIBEIRAO PRETO,"754,64","402,51","1364,53","395,76","1634,63","418,84","692,23",1991
354350 RIVERSUL,"171,36","83,97",...,"89,92",...,"330,36","160,72",1991
354360 RIFAINA,"209,17","180,36",...,"136,83",...,...,"186,54",1991
354370 RINCAO,"410,39","248,6","512,72","262,37",...,"248,9","350,26",1991
354380 RINOPOLIS,"213,36","95,02","381,95","130,71",...,...,"202,95",1991
354390 RIO CLARO,"546,37","315,09","765,88","294,42","242,9","296,37","512,88",1991
354400 RIO DAS PEDRAS,"476,79","241,61",...,"238,42",...,...,"424,37",1991
354410 RIO GRANDE DA SERRA,"326,61","309,32","1667,75","250,64",...,"191,2","301,75",1991
354420 RIOLANDIA,"300,37","182,82","694,08","137,26",...,...,"251,46",1991
354430 ROSEIRA,"269,06","135,39","703,36","200,03",...,...,"243,32",1991
354440 RUBIACEA,"486,42","107,36","1057,55","219,26",...,...,"381,81",1991
354450 RUBINEIA,"293,9","211,82","368,55","177,87",...,...,"265,01",1991
354460 SABINO,"238,92","114,68","204,37","135,07",...,...,"213,53",1991
354470 SAGRES,"194,7","71,48",...,"122,69",...,...,"173,53",1991
354480 SALES,"215,38","85,11","135,73","181,62",...,...,"200,06",1991
354490 SALES OLIVEIRA,"471,46","1294,55","599,01","231,85",...,...,"470,13",1991
354500 SALESOPOLIS,"296,03","139,38","308,48","163,89",...,...,"287,18",1991
354510 SALMOURAO,"181,91","169,08","1115,69","154,17","170,11","42,99","176,37",1991
